sample_id,question,chain_q_orig,chain_q_extended,retrieved_q1,retrieved_q2,retrieved_q3,answer_ref,answer_pred,rouge1,rouge2,rougel,meteor,bertscore
15,"Sir/madam....i hav filed residence under dv, but nw my husb filed divorce...i wish to save my marriage n i hav 4yr old kid...Can i stay in a seperate residence tat belongs to my inlaws,evn if my husband gets divorce?( Chennai, Tamil Nadu )",CRPC_125 → HMA_9,CRPC_125 → HMA_9 → maintenance → Code of Criminal Procedure 1973 → Hindu Marriage Act 1955 → PROC_MAINTENANCE,"My Great grandfather's property has big house in valaynadhapuram Andra pradesh .but his sons and daughters couldn't be shared, one of the younger son should be occupied My grandfather had an attack hewill be so far before 8 years. So grandma is so poor she will be helpless. That property details couldn't be given by grandpa's brother and his family. So please we want me to get idea to got my property.","In my family my parents and grandparents argue in higher volume sometimes ill language is used. But nothing goes beyond quarrel. My neighbors have started complaining about the same and have threatened to file police complaint against us they have also threatened us in unparlimentary languge. What can be done in our defense and What can happen if they call police on us?( Pune, Maharashtra )","We are rebuilding our house. Because of this our neighbour harrassed us, physically assaulted my brother,abused my mother while constructing it (work is still not done) and he almost promised that he will take revenge again during future construction.\n\nHe along with his son ,son-in-law and his known persons are trying to capture our land. he threatened us , filed a false case.\nSo we want to file a criminal case against him,his son and son-in-law in indulging in this criminal matter of physically, verbally assaulting us.
He is trying to capture the land( Kolkata, West Bengal )","Dear Madam,After divorce such order may not survive but you may try for it.","Under the Protection of Women from Domestic Violence Act, 2005, a woman has the right to reside in a shared household, which includes the residence belonging to her in-laws, even if her husband has filed for divorce. This right is independent of the ownership or title of the property. However, if the divorce is granted, the court may decide on the right to residence based on the circumstances.

To protect your right to residence, ensure that your residence order under the DV Act is in place and actively pursued. Consider filing an objection to the divorce petition emphasizing your desire to reconcile and the welfare of your child. Consult with your lawyer to explore mediation options to address marital issues and potentially save the marriage.",19.8141,3.9755,17.5317,21.216,84.2318
16,"I was offered 2 acres of land in jejuri by Mr Steven Menezes , I payed full amount plus registration charges 
But when I went for 7/12 the land is in dispute what do I do( Mumbai suburban, Maharashtra )",IPC_415 → IPC_417 → IPC_419 → IPC_420,IPC_415 → IPC_417 → IPC_419 → IPC_420 → cheating → PROC_CHEATING_FRAUD → Indian Penal Code 1860 → IPC_120B,"Boy and girl were engaged in sexual activities for 2-3 days . At 4th day boy asks girl again for oral sex she denied. Boy requests her , thereafter she agrees and did it but uniwillingly. Is it offence under section 375?( East Delhi, Delhi )","How many days zero fir take to shift to another state in 376 ipc( South Delhi, Delhi )","My Great grandfather's property has big house in valaynadhapuram Andra pradesh .but his sons and daughters couldn't be shared, one of the younger son should be occupied My grandfather had an attack hewill be so far before 8 years. So grandma is so poor she will be helpless. That property details couldn't be given by grandpa's brother and his family. So please we want me to get idea to got my property.","Dear Client,The 7/12 extract is an important document needed for various financial and legal transactions pertaining to the land and is maintained by the land revenue department of the State of Maharashtra and Gujarat. The 7/12 Document is prepared by the Talathi and signed by the Tahasildar. In the given scenario, serving a strong legal notice, you can file a criminal suit against the Seller for criminal breach of trust and cheating under Section 316 and Section 318 of the Bharatiya Nyaya Sanhita(BNS) seeking damages/compensation. Apart, you can also file a money recovery suit against the Seller. Hire an experienced Advocate to navigate the issue in the right way.","The primary legal issue here is the fraudulent misrepresentation of property ownership, potentially constituting cheating under Section 420 of the Indian Penal Code, 1860. Since the land is in dispute, Mr. Steven Menezes may have misled you regarding the property's status. You can file a criminal complaint against him for cheating and fraud. Additionally, you may seek to rescind the contract and demand a refund of the money paid, including registration charges, through a civil suit for recovery. Consult with a local attorney to initiate these legal proceedings and gather all relevant documentation, such as the sale agreement and payment receipts.",19.8141,3.9755,17.5317,21.216,84.2318
17,"My case is of Rs 156825, for which I had compromised with the party and appealed for queshing, but  denied high court for fir queshinh , now what should I do next?( Mumbai, Maharashtra )",CRPC_154 → CRPC_156 → CRPC_200 → CRPC_210,CRPC_154 → CRPC_156 → CRPC_200 → CRPC_210 → fir → PROC_FIR_FILING → Code of Criminal Procedure 1973 → PROC_CHEATING_FRAUD,"Can a police commissioner issue tadipar notice to an accused who got bail from high court for two case framed against her 
The case r IPC 384 170 506(2)114.
Second case 384 170 323 504 114( Surat, Gujarat )","What are the requirements to establish a case of ragging in an educational institution when no witnesses are available? Is the victim's statement and identification of the culprits by the victim enough for an institution to take penal action against the accused?( Ghaziabad, Uttar Pradesh )","Sir a present municipal commissioner registered a contract Co. in his office to participate in works contract. . an elected councillor is a major partner in the company The company took many contract payments . They produced fake TDS tax remitted certificates and misappropriated tax revenue 38 lacs. HC ordered for recovery. Recovery was effected. FIR registered against the Co. But still present commissioner awarding contact to same Co. But no criminal action initiated against the commissioner. So many petition sent to higher officers. All are waste. Pl tell what's the procedure to get prosecution sanction against the commissioner sir( Vijayawada, Andhra Pradesh )","Dear Client,When the case involves a compromise with the side of the opponent and the High Court denied the application to quash, it becomes essential to know the rationale behind such a decision. It is recommended to seek assistance from an attorney to provide more specific guidance and ensure the proper functioning in the legal field. That is why, if the decision of the High Court is not appropriate for You, You may file an appeal to the next higher court i.e., the Supreme Court. If unable to pay for it, free legal services can be sought under Legal Services Authorities Act, 1987 which is meant for the needy. Make sure to provide all witnesses and documents that support your position to avoid falling for traps. Free Legal Aid Act is related to the act regulating free legal services in India providing justice to the needy people economically.I hope this answer is sufficient to answer your query.","The High Court's denial of your quashing petition suggests that the court found the FIR to have sufficient grounds to proceed. Under the Code of Criminal Procedure, 1973, specifically Section 482, the High Court has inherent powers to quash an FIR, but this is only exercised in exceptional cases where the FIR does not disclose any offense or is otherwise an abuse of process. Since quashing was denied, consider negotiating a settlement with the complainant and presenting this to the trial court as part of a plea for leniency, if applicable.

Next steps include: 
1. Engage in further settlement discussions with the complainant to potentially resolve the matter out of court, if not already done.
2. Prepare for trial by gathering evidence and witnesses to support your defense, ensuring compliance with procedural requirements under the Code of Criminal Procedure.",19.8141,3.9755,17.5317,21.216,84.2318
18,"What ipc sections can be attracted against the daughter in law if she is harassing her in laws, hurting them, causing them mental agony, torturing them under IPC( East Delhi, Delhi )",ART_14 → SUBRAMANIAN_SWAMY_2016 → IPC_120B → PROC_CRIMINAL_INTIMIDATION,ART_14 → SUBRAMANIAN_SWAMY_2016 → IPC_120B → PROC_CRIMINAL_INTIMIDATION → CRPC_154 → PROC_CHEATING_FRAUD → PROC_KIDNAPPING → Indian Penal Code 1860,"Can a police commissioner issue tadipar notice to an accused who got bail from high court for two case framed against her 
The case r IPC 384 170 506(2)114.
Second case 384 170 323 504 114( Surat, Gujarat )","What are the requirements to establish a case of ragging in an educational institution when no witnesses are available? Is the victim's statement and identification of the culprits by the victim enough for an institution to take penal action against the accused?( Ghaziabad, Uttar Pradesh )","Sir a present municipal commissioner registered a contract Co. in his office to participate in works contract. . an elected councillor is a major partner in the company The company took many contract payments . They produced fake TDS tax remitted certificates and misappropriated tax revenue 38 lacs. HC ordered for recovery. Recovery was effected. FIR registered against the Co. But still present commissioner awarding contact to same Co. But no criminal action initiated against the commissioner. So many petition sent to higher officers. All are waste. Pl tell what's the procedure to get prosecution sanction against the commissioner sir( Vijayawada, Andhra Pradesh )","Dear client,If its a mental harassment you will immediately need to lodge a police compliant against her, send her a legal notice and then initiate legal proceedings against her.","Under the Indian Penal Code (IPC), sections that may be relevant for harassment and mental cruelty by a daughter-in-law towards her in-laws include IPC Section 498A, which addresses cruelty by a woman towards her husband or his relatives. Additionally, if there is any physical harm, IPC Section 323 for causing hurt might apply. Mental harassment could also be addressed under IPC Section 506 for criminal intimidation if threats are involved.

The in-laws can file a complaint with the local police station detailing the harassment and any evidence they have, such as witnesses or documentation of the abuse. It is crucial to provide specific instances and evidence to support the allegations. If the police do not take action, the in-laws may approach the Magistrate under Section 156(3) of the Criminal Procedure Code to direct the police to investigate.",19.8141,3.9755,17.5317,21.216,84.2318
19,"I want to appear ""In Person"" in my 482 application pending before Allahabad High Court by removing my existing Junior Lawyer but want to retain my designated Senior Advocate. Can I do this? If yes, how? Is it necessary to remove both Junior and Senior Lawyer if I want to appear ""In Person"" in my case? Alternatively, can I appear along with both Junior and Senior Lawyer in my case? If yes, what should be done for this?( Allahabad, Uttar Pradesh )",PROC_SCST_COMPLAINT → PROC_FIR_FILING → ART_14 → JOGINDER_KUMAR_1994,PROC_SCST_COMPLAINT → PROC_FIR_FILING → ART_14 → JOGINDER_KUMAR_1994 → CRPC_41 → Code of Criminal Procedure 1973 → CRPC_154 → PROC_CHEATING_FRAUD,"Can a police commissioner issue tadipar notice to an accused who got bail from high court for two case framed against her 
The case r IPC 384 170 506(2)114.
Second case 384 170 323 504 114( Surat, Gujarat )","Sir a present municipal commissioner registered a contract Co. in his office to participate in works contract. . an elected councillor is a major partner in the company The company took many contract payments . They produced fake TDS tax remitted certificates and misappropriated tax revenue 38 lacs. HC ordered for recovery. Recovery was effected. FIR registered against the Co. But still present commissioner awarding contact to same Co. But no criminal action initiated against the commissioner. So many petition sent to higher officers. All are waste. Pl tell what's the procedure to get prosecution sanction against the commissioner sir( Vijayawada, Andhra Pradesh )","Boy and girl were engaged in sexual activities for 2-3 days . At 4th day boy asks girl again for oral sex she denied. Boy requests her , thereafter she agrees and did it but uniwillingly. Is it offence under section 375?( East Delhi, Delhi )","Dear Client,Section 32 of the Advocate's Act 1961 states that the court may allow any person to appear before it even if he is not an Advocate. Therefore, one gets the statutory right to defend one's own case on appeal before the Court. In fact, with the leave of the Court, a non-advocate is still permitted to appear and represent his own case even without a local advocate. Accordingly, you can apply to the Court where the case is pending on the next date of hearing with a prayer to allow you to represent your own case.","Under Indian law, a party has the right to appear ""In Person"" in their case, including a 482 application before the High Court, as per the Code of Civil Procedure and relevant court rules. You can choose to appear in person while retaining your Senior Advocate, but you must formally discharge your Junior Lawyer by filing a 'Vakalatnama' withdrawal or a similar application with the court. Retaining the Senior Advocate while appearing in person is permissible, provided the court is informed of your intention to do so.

To proceed, file a formal application with the High Court indicating your desire to appear in person and the discharge of the Junior Lawyer. Ensure that the court is aware of your intention to retain the Senior Advocate for legal representation.",19.8141,3.9755,17.5317,21.216,84.2318
20,"My driving licence criminal case any issue dl remark( Ramanagara, Karnataka )",rash_driving → IPC_279 → criminal_intimidation → IPC_503,rash_driving → IPC_279 → criminal_intimidation → IPC_503 → Indian Penal Code 1860 → PROC_CRIMINAL_INTIMIDATION → IPC_120B → criminal_conspiracy,"My Great grandfather's property has big house in valaynadhapuram Andra pradesh .but his sons and daughters couldn't be shared, one of the younger son should be occupied My grandfather had an attack hewill be so far before 8 years. So grandma is so poor she will be helpless. That property details couldn't be given by grandpa's brother and his family. So please we want me to get idea to got my property.","In my family my parents and grandparents argue in higher volume sometimes ill language is used. But nothing goes beyond quarrel. My neighbors have started complaining about the same and have threatened to file police complaint against us they have also threatened us in unparlimentary languge. What can be done in our defense and What can happen if they call police on us?( Pune, Maharashtra )","I have police case fir 420 in court bat my police in verification is not clear my passport under review( Shimoga, Karnataka )","Dear client,The license holder, upon expiry of the suspension period, must make an application to the licensing authority that issued or last renewed the license. After the application is submitted to the licensing authority, the driver must undergo and pass a fresh test of competence to drive.","If there is a criminal case related to rash driving under Section 279 of the Indian Penal Code (IPC), it may affect the status of your driving license. Under the Motor Vehicles Act, the licensing authority has the power to suspend or revoke a driving license if the holder is convicted of an offense involving the use of a motor vehicle. 

To address this, check the status of your driving license with the local Regional Transport Office (RTO) to see if any remarks or actions have been taken. If your license is suspended or revoked, you may need to appeal the decision or seek legal representation to contest the charges or mitigate the consequences.",19.8141,3.9755,17.5317,21.216,84.2318
21,"My 85 years old grandmother is and living alone in the flat. We also stay sometimes wither. Also we have been fighting a court case against my the person who lured me to buy this and then have done a fraud of selling twice and showing the real owner of the house. Now it's been 3 years this person and family members keep harassing, threatening and use abuses language. Repeatedly I have lodged a complaint at the police station. Please do help in as he has threatened people who deliver vegetables to my house.( Mumbai, Maharashtra )",IPC_354D → IPC_415 → IPC_417 → IPC_419,IPC_354D → IPC_415 → IPC_417 → IPC_419 → Indian Penal Code 1860 → stalking → PROC_CHEATING_FRAUD → cheating,"My Great grandfather's property has big house in valaynadhapuram Andra pradesh .but his sons and daughters couldn't be shared, one of the younger son should be occupied My grandfather had an attack hewill be so far before 8 years. So grandma is so poor she will be helpless. That property details couldn't be given by grandpa's brother and his family. So please we want me to get idea to got my property.","Sir a present municipal commissioner registered a contract Co. in his office to participate in works contract. . an elected councillor is a major partner in the company The company took many contract payments . They produced fake TDS tax remitted certificates and misappropriated tax revenue 38 lacs. HC ordered for recovery. Recovery was effected. FIR registered against the Co. But still present commissioner awarding contact to same Co. But no criminal action initiated against the commissioner. So many petition sent to higher officers. All are waste. Pl tell what's the procedure to get prosecution sanction against the commissioner sir( Vijayawada, Andhra Pradesh )","Can a police commissioner issue tadipar notice to an accused who got bail from high court for two case framed against her 
The case r IPC 384 170 506(2)114.
Second case 384 170 323 504 114( Surat, Gujarat )","Dear client,Here are a few routes that you may consider while dealing with neighbor harassment:1.     Gather evidence- You may take photos and videos of what your neighbor might be doing.2.     Call the police- You may call 100 and call the police on your neighbor. The police can arrive at their house and investigate the matter. In many cases, the police can also confiscate items that may cause harassment to you, if any.3.     Do not engage- As difficult as it is, do not engage with your neighbor. You do not want any sort of evidence that shows that you yelled at your neighbor or undertook violent measures. It is very difficult to stay calm in such situations and you may think of losing your calm in the moment but it is not going to work in your favor.4.     File a complaint against them- You can file a complaint against your neighbor. Even though it may not always mean that the police are going to investigate the matter at once, it is recorded proof of your complaint against them.5.     You may file for a restraining order- You can definitely file for a restraining order against your neighbor, especially in matters like trespass and stalking. It is a temporary order by the court that prohibits any person from undertaking a particular action. It also prohibits a person from approaching and contacting someone.6.     Try settling the matter amicably- It is always for the best if you can settle the matter amicably with your neighbor as a harassment suit can be expensive and time-consuming as well. This also protects you from having animosity with your neighbor and maintaining civil relations.","The situation involves potential criminal offenses under IPC Section 354D (stalking) and IPC Section 506 (criminal intimidation). Given the repeated harassment and threats, the user should consider filing a detailed FIR with the local police station, emphasizing the ongoing nature of the threats and harassment. If the police are unresponsive, approaching the Magistrate under Section 156(3) of the CrPC to direct the police to investigate can be a viable option. Additionally, seeking a restraining order or an injunction from the court to prevent further harassment may provide immediate relief. Collect and preserve all evidence of harassment, such as messages or witness statements, to support the case.",19.8141,3.9755,17.5317,21.216,84.2318
22,"Hi we have worked with commqui technologies pvt ltd. the owner has not paid our dues for the month of february yet. he ignores our follow ups and answers whenever he wants . the owner said the client has denied paying commqui stating that we havnt worked for that month , however we did . everyday we are juggled by the owner yashesh sawalkar ( owner of commqui technologies and kalpatru site head Mr Imran . in all of this we have not recieved our salaries. please help us get our salaries. the company has sent us mail stating that we have been laid off and will be paid the dues of feb soon and now they claim that we never worked.( Mumbai, Maharashtra )",DP_3 → ART_39A → JOGINDER_KUMAR_1994 → IPC_489A,DP_3 → ART_39A → JOGINDER_KUMAR_1994 → IPC_489A → Indian Penal Code 1860 → CRPC_41 → Code of Criminal Procedure 1973 → counterfeiting,"My Great grandfather's property has big house in valaynadhapuram Andra pradesh .but his sons and daughters couldn't be shared, one of the younger son should be occupied My grandfather had an attack hewill be so far before 8 years. So grandma is so poor she will be helpless. That property details couldn't be given by grandpa's brother and his family. So please we want me to get idea to got my property.","We are rebuilding our house. Because of this our neighbour harrassed us, physically assaulted my brother,abused my mother while constructing it (work is still not done) and he almost promised that he will take revenge again during future construction.\n\nHe along with his son ,son-in-law and his known persons are trying to capture our land. he threatened us , filed a false case.\nSo we want to file a criminal case against him,his son and son-in-law in indulging in this criminal matter of physically, verbally assaulting us.
He is trying to capture the land( Kolkata, West Bengal )","We have small piece of land in our native which is in tamilnadu. My dad and his brother are the true heirs. Govt has allotted and provided all the original documents. We have the patta also. Even the land was surveyed and thasildhar has approved the survey. Now in that small piece of land my uncle who is close relation had put up a shed in one corner from past 7 years which we did not care since they are our close relatives, and thought they will vacate when we request. But they turned against us and this went into physical fight where dad and opposite person was hurt by pushing each other. Opposite person got injured in head and later dad went to police station and gave complaint( Tiruvannamalai, Tamil Nadu )","Dear client,From the content of your query it appears that your employer is involved in unfair labour practice.Reach out to concerned office of Labour Commissioner with your appointment letter and all other relevant papers that prove your complaint or the office of concerned Chief Inspector, Shops and Establishments if your Company comes under the purview of them for redressal of your grievance ASAP.Wish you all the best.","The primary legal issue here is the non-payment of wages, which can be addressed under the Payment of Wages Act, 1936. This act mandates that wages must be paid on time and without unauthorized deductions. Since the employer has failed to pay, you can file a complaint with the Labour Commissioner in Mumbai, who can investigate and take action against the company.

You can also consider filing a civil suit for recovery of dues if the Labour Commission process does not resolve the issue promptly. Collect all relevant documents, such as employment contracts, emails, and any communications regarding your work and the layoff, to support your claim.",19.8141,3.9755,17.5317,21.216,84.2318
23,"No defence counsel permitted in GCM. Prosecution represented by qualified counsel( Jaipur, Rajasthan )",CRPC_302 → IPC_205 → IPC_149 → CRPC_195,CRPC_302 → IPC_205 → IPC_149 → CRPC_195 → perjury → fir → Code of Criminal Procedure 1973 → Indian Penal Code 1860,"My Great grandfather's property has big house in valaynadhapuram Andra pradesh .but his sons and daughters couldn't be shared, one of the younger son should be occupied My grandfather had an attack hewill be so far before 8 years. So grandma is so poor she will be helpless. That property details couldn't be given by grandpa's brother and his family. So please we want me to get idea to got my property.","How many days zero fir take to shift to another state in 376 ipc( South Delhi, Delhi )","In my family my parents and grandparents argue in higher volume sometimes ill language is used. But nothing goes beyond quarrel. My neighbors have started complaining about the same and have threatened to file police complaint against us they have also threatened us in unparlimentary languge. What can be done in our defense and What can happen if they call police on us?( Pune, Maharashtra )","Dear client,No person can force him to appear guilty or ask him to prove himself guilty against his will. The accused have the right to defence counsel in case of General court-martial when the accused may face bad conduct discharge.","The issue concerns the right to legal representation in a General Court Martial (GCM) under military law. Under the Army Act, 1950, specifically Section 129, an accused in a court-martial proceeding has the right to be represented by a defense counsel, but this counsel must be an officer subject to the Army Act and not a civilian lawyer. The accused cannot have a civilian defense counsel unless permitted by the convening authority.

To address this, the accused should request permission from the convening authority to allow a civilian lawyer if there are grounds to argue that the complexity of the case requires specialized legal expertise. If denied, the accused should ensure that the appointed officer is adequately prepared to defend the case.",19.8141,3.9755,17.5317,21.216,84.2318
24,"I have joined in DAV Public School, Bistupur, Jamshedpur as a PGT Physics Teacher on 14th June, 2024 as per given offer letter (attached below) with the mentioned salary. But even after more than 80 days I have not been given any appointment letter or ID card from the school, salary is also not given as per mentioned salary. After joining of one month, principal maâam tried to provide me lower post, but I was not agreed with her because same post and salary had been offered from Odisha and I left that opportunity on the basis of this offer letter. On 3rd September, 2024 when I emailed to Principal maâam demanding my appointment letter, ID card and salary, she became aggressive and ousted me from the school without any written notice or explanation. Also I have been removed from all necessary Whatsapp groups of the school. Next day, on 4th September, 2024 I went to school on time (7:30AM), but guards were not permitting me to enter inside the school, saying that principal maâam and management is not giving me permission to enter into the school. I tried to contact to the other teachers and principal maâam, both by calling and messaging, but no reply has come from the school. I had been waiting there for 3 hours and then returned back to home. Again next day 5th September, 2024 (It was Teachersâ Day) I went to school as usual, but in front of the students and parents I was ousted me from the school gate again. I called to Bistupur Police Station helpline number to mention this issue, but they also behave aggressively and didnât do anything, saying that it is a public school and decision of allowing or not allowing inside the school is totally the choice of the principal (I have recorded the call also). Total incident is with me in video and audio recording format of those two days.

Then I have given one application mentioning these situations to Bistupur Police Station, but from them also no reply has come till today (24th September, 2024).

I have sent a legal notice mentioning all these to the Principal maâam, but no reply has come till now. I request you to do the needful as soon as possible so that I can continue my teaching profession in the same school with full efficiency. I am totally confused what to do now, as a teacher if my respect is outside the school gate then how a teacher can lead our society for betterment.

I need suggestions from you sir, what to do now?

Thanks and Regards.

1. Attendance register (for joining date)
2. Soft copy of id card from school 
3. Bank statement (for not giving proper salary)
4. Advertisement (for requirement of PGT physics teacher in 2024-25)
5. WhatsApp (removal from each group) 
6. Google map timeline (for getting the time of approach to the school on 4th and 5th September)
7. Offer letter of Bistupur.
8. Offer letter from Odisha.( Jamshedpur, Jharkhand )",DP_3 → PROC_CHEQUE_BOUNCE → ART_39A → CRPC_210,DP_3 → PROC_CHEQUE_BOUNCE → ART_39A → CRPC_210 → Code of Criminal Procedure 1973 → fir → CRPC_125 → maintenance,"We have small piece of land in our native which is in tamilnadu. My dad and his brother are the true heirs. Govt has allotted and provided all the original documents. We have the patta also. Even the land was surveyed and thasildhar has approved the survey. Now in that small piece of land my uncle who is close relation had put up a shed in one corner from past 7 years which we did not care since they are our close relatives, and thought they will vacate when we request. But they turned against us and this went into physical fight where dad and opposite person was hurt by pushing each other. Opposite person got injured in head and later dad went to police station and gave complaint( Tiruvannamalai, Tamil Nadu )","My Great grandfather's property has big house in valaynadhapuram Andra pradesh .but his sons and daughters couldn't be shared, one of the younger son should be occupied My grandfather had an attack hewill be so far before 8 years. So grandma is so poor she will be helpless. That property details couldn't be given by grandpa's brother and his family. So please we want me to get idea to got my property.","Sir a present municipal commissioner registered a contract Co. in his office to participate in works contract. . an elected councillor is a major partner in the company The company took many contract payments . They produced fake TDS tax remitted certificates and misappropriated tax revenue 38 lacs. HC ordered for recovery. Recovery was effected. FIR registered against the Co. But still present commissioner awarding contact to same Co. But no criminal action initiated against the commissioner. So many petition sent to higher officers. All are waste. Pl tell what's the procedure to get prosecution sanction against the commissioner sir( Vijayawada, Andhra Pradesh )","Dear Madam,Such highhandedness is in practice In many of the public schools and the remedy lies if your approach the concerned government Higher educational Officers and the Ministry of education to teach them a lesson. But it may cost your bright future. Think twice before taking aggressive action against such rude Principal.","The primary legal issue here is wrongful termination and breach of contract. Under Indian Contract Act, 1872, the school is bound by the terms of the offer letter, which constitutes a contract. You may file a civil suit for breach of contract to seek enforcement of your employment terms or compensation for damages. Additionally, consider filing a complaint with the labor commissioner or an appropriate labor court under the Industrial Disputes Act, 1947, to address wrongful termination and seek reinstatement or compensation. Ensure to gather and preserve all evidence, such as the offer letter, communication records, and any recordings, to support your case.",19.8141,3.9755,17.5317,21.216,84.2318
25,"I have been in a relationship with a guy since last January. Our families also known to each other. But on 24th December he left from his place with his mother. Since then he has blocked me.. from all the sources and also my parents and friends contacts.His father has no idea about our matter. Before he left we had a argument and his mother interfered there and she even asked me to commit suicide. He promised me for marriage and did everything. What should i do?( Hooghly, West Bengal )",IPC_309 → GIAN_KAUR_1996 → IPC_308 → IPC_182,IPC_309 → GIAN_KAUR_1996 → IPC_308 → IPC_182 → perjury → Indian Penal Code 1860 → ART_21 → CRPC_41,"My Great grandfather's property has big house in valaynadhapuram Andra pradesh .but his sons and daughters couldn't be shared, one of the younger son should be occupied My grandfather had an attack hewill be so far before 8 years. So grandma is so poor she will be helpless. That property details couldn't be given by grandpa's brother and his family. So please we want me to get idea to got my property.","We have a joint property and which is given to Ramgarh college administration for college building (land is not yet legally transferred but college has build four wall around the land). This is a joint property and the property is in the name of my grand grandfather. I am writing this letter to you to find some help regarding some problem related to the same- my grandfather has 3 son- Sukumar Singh, Krishnabilash Singh and Rambilas Singh. My uncle Rambilas Singh faked some documents and sold some piece of land that we have given to the College Admininstration, he also produced wrong vansawali where he showed himself a single son and also mentioned in the sale deed that my grandfather is passed away (Seller details- Rambilas Singh S/o Lt. Anil Singh). My grandfather is still alive and healthy.
How can I tackle this situation? Please suggest. One hand he sold the joint property given to the College administration and on the other hand he faked the death of my grandfather. My grandfather is not aware about this situation and we donât want to let him know because he could not take it. Our financial position is not good whereas my uncle who has done this all has a strong financial backup. How can I punish him by adopting fair means? Please advice and oblige( Ramgarh, Jharkhand )","In my family my parents and grandparents argue in higher volume sometimes ill language is used. But nothing goes beyond quarrel. My neighbors have started complaining about the same and have threatened to file police complaint against us they have also threatened us in unparlimentary languge. What can be done in our defense and What can happen if they call police on us?( Pune, Maharashtra )","You have a difficult case that is all is well that stick to gether, if not it will end, if you wanted you can file a case through a LAWYER FROM THIS PANEL , better to start a new life in this new year with good understanding & well being.","The most pertinent legal issue here is the alleged inducement to commit suicide, which could involve Section 306 of the Indian Penal Code (IPC) if it led to an attempt. However, since there was no actual attempt, this section may not apply. The promise of marriage followed by a breakup could potentially be addressed under Section 415 of the IPC if it involved deceit with the intention of causing harm.

Legally, you cannot force someone to marry you, nor can you pursue a case of breach of promise unless there was clear fraudulent intent. Consider filing a police complaint if there is evidence of harassment or mental cruelty, particularly regarding the suggestion to commit suicide. Gather any evidence of the communication where such statements were made and consult with a local lawyer to explore potential legal remedies.",19.8141,3.9755,17.5317,21.216,84.2318
26,"Please help sir, I am in a big trouble. Sir, a girl who was minor met me in a wedding. She sent me request on instagram and kept asking me to get into relationship. Initially, I was avoiding her but After a period, I also said yes but I didn't know her age at that time as she lied about it(Her actual age was16 then). So, then one day she asked me to pick her up and we roamed in my car. She wanted to stay the night with me in hotel. But, since my parents don't allow me to stay anywhere for the night, so I couldn't accept her proposal. Then she told me to drop at her some sister's place which I did. I later found out she was not informing her parents about the night out. So her parents somehow got my contact and suspected her to be with me. Her phone was off meanwhile. And, I did tell her parents about her whereabout. Her parents then found her the next day in a boys room( which earlier she told me to be her some sister's room). But, then the girl took U turn and blamed everything on me for raping her on the pretext of marriage and abandoning her on the road. The boy who she stayed with was released as she blamed me and told police that the boy saved and gave shelter for the night to her as she was abandoned on the road. I was sent to jail for 2 months in POCSO case and then got bail. Now, the scene is that she is asking me an iPhone to settle the case in court(she's ready to give a statement supporting me) . She is saying that she would convince her parents to settle the case after she gets the phone. I am willing to meet her demand but I can't trust her. Can you suggest something that I can get rid of the case even if I have to give her the iphone ( I have already bought it and it is with me ). How can I make sure that she will be doing what she is saying. Also, to be noted that she has already given her statement once against me in the court already. Can I somehow prove in the court that she is blackmailing me to get a phone to settle the fake case. Please, reply .( Guwahati, Assam )",CRPC_154 → CRPC_156 → CRPC_200 → CRPC_210,CRPC_154 → CRPC_156 → CRPC_200 → CRPC_210 → fir → PROC_FIR_FILING → PROC_KIDNAPPING → PROC_CHEATING_FRAUD,"My Great grandfather's property has big house in valaynadhapuram Andra pradesh .but his sons and daughters couldn't be shared, one of the younger son should be occupied My grandfather had an attack hewill be so far before 8 years. So grandma is so poor she will be helpless. That property details couldn't be given by grandpa's brother and his family. So please we want me to get idea to got my property.","We are rebuilding our house. Because of this our neighbour harrassed us, physically assaulted my brother,abused my mother while constructing it (work is still not done) and he almost promised that he will take revenge again during future construction.\n\nHe along with his son ,son-in-law and his known persons are trying to capture our land. he threatened us , filed a false case.\nSo we want to file a criminal case against him,his son and son-in-law in indulging in this criminal matter of physically, verbally assaulting us.
He is trying to capture the land( Kolkata, West Bengal )","We have small piece of land in our native which is in tamilnadu. My dad and his brother are the true heirs. Govt has allotted and provided all the original documents. We have the patta also. Even the land was surveyed and thasildhar has approved the survey. Now in that small piece of land my uncle who is close relation had put up a shed in one corner from past 7 years which we did not care since they are our close relatives, and thought they will vacate when we request. But they turned against us and this went into physical fight where dad and opposite person was hurt by pushing each other. Opposite person got injured in head and later dad went to police station and gave complaint( Tiruvannamalai, Tamil Nadu )","Dear Sir,If any FIR is registered against you then you must challenge the same for quashing before High court. You must take the defense that you do not know the her age and all other allegations are false.","Offering or giving an iPhone in exchange for a favorable statement could be construed as bribery or witness tampering under Indian Penal Code Section 201, which is illegal. The primary legal issue here is the POCSO Act, which is stringent and does not consider consent as a defense for sexual offenses against minors. To address the false allegations, gather evidence of her blackmail, such as messages or recordings, and present them to your attorney. File a complaint with the police about the blackmail, and ensure your lawyer argues this point in court to challenge her credibility. Avoid any direct dealings with the girl and focus on legal channels to resolve the case.",19.8141,3.9755,17.5317,21.216,84.2318
