sample_id,question,chain_q_orig,chain_q_extended,retrieved_q1,retrieved_q2,retrieved_q3,answer_ref,answer_pred,rouge1,rouge2,rougel,meteor,bertscore
31,"What is absconding law in India ?
Can my company abscond me if I'm not present at office for 2 days ?( Mumbai, Maharashtra )",IDA_12 → IRC_41 → IRC_42 → IRC_43,IDA_12 → IRC_41 → IRC_42 → IRC_43 → IRC → Industrial Disputes Act 1947 → dispute_resolution → Q_953,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I am working in a company but it is not adding any value to my personal development & career development. I am in the end of probation period. Can my company take action against me if I resign from the job or will have to face consequences. I want to know how they will handle me.( Bangalore, Karnataka )","I lost my Job in the year 2017 due to a false sexual harassment matter. I didnt fight in court of law. I worked  in few places who didnt insist for character certificate from police. Now new employer insists on character certificate. What should i do? Will persuation to police department help? My online application was rejected and i m not aware why it was rejected though.( Mumbai suburban, Maharashtra )","No, nothing to worry. They cannot take any action. Approach the Labor Commissioner and take Labor Inspector with you to your office they have full powers against your management.Please give me Rank 5 if you feel my answer helped you.======================================================Section 12 in The Industrial Disputes Act, 194712. Duties of conciliation officers.-(1) Where any industrial dispute exists or is apprehended, the conciliation officer may, or where the dispute relates to a public utility service and a notice under section 22 has been given, shall hold conciliation proceedings in the prescribed manner.(2) The conciliation officer shall, for the purpose of bringing about a settlement of the dispute, without delay, investigate the dispute and all matters affecting the merits and the right settlement thereof and may do all such things as he thinks fit for the purpose of inducing the parties to come to a fair and amicable settlement of the dispute.(3) If a settlement of the dispute or of any of the matters in dispute is arrived at in the course of the conciliation proceedings the conciliation officer shall send a report thereof to the appropriate Government 1 or an officer authorised in this behalf by the appropriate Government] together with a memorandum of the settlement signed by the parties to the dispute.(4) If no such settlement is arrived at, the conciliation officer shall, as soon as practicable after the close of the investigation, send to the appropriate Government a full report setting forth the steps taken by him for ascertaining the facts and circumstances relating to the dispute and for bringing about a settlement thereof, together with a full statement of such facts and circumstances, and the reasons on account of which, in his opinion, a settlement could not be arrived at.(5) If, on a consideration of the report referred to in sub- section (4), the appropriate Government is satisfied that there is a case for reference to a Board, 2 Labour Court, Tribunal or National Tribunal,] it may make such reference. Where the appropriate Government does not make such a reference it shall record and communicate to the parties concerned its reasons therefor.(6) A report under this section shall be submitted within fourteen days of the commencement of the conciliation proceedings or within such shorter period as may be fixed by the appropriate Government: 3 Provided that, 4 subject to the approval of the conciliation officer,] the time for the submission of the report may be extended by such period as may be agreed upon in writing by all the parties to the dispute.]Employment Lawsfor Multinational Companies in Indiahttps://singhania.in/wp-content/uploads/2019/08/Employment-Law-Primer-For-Multinational-Companies-In-India-2019.pdf","Absconding from employment in India is not specifically defined under any statute, but it generally refers to an employee's unauthorized absence from work without informing the employer, violating the terms of employment. The consequences depend on the employment contract and company policies. If absent for only two days, it is unlikely to be considered absconding unless specified otherwise in the employment agreement or company policy.

Legally, the company cannot declare you absconding without following due process, which typically involves issuing notices and providing you an opportunity to explain your absence. Review your employment contract and company policies regarding unauthorized absences. Communicate promptly with your employer to explain your absence and avoid potential disciplinary action.",20.0758,3.9274,17.6252,19.1222,83.942
32,"My company is forcing me to resign as part of their retrenchment process, I have tried my best to convince them to retain me. They are giving me 3 months of fixed pay, medical benefits till March 31, 2024, and 15 15-day salary for every year of service according to retrenchment law. I am unsure if they notified the labour commissioner or related government departments. My HR is secretly conducting retrenchment without any formal email or notification, Please advise.( Thane, Maharashtra )",IDA_25F → IDA_25H → IDA_25N → IRC_64,IDA_25F → IDA_25H → IDA_25N → IRC_64 → IRC → Industrial Disputes Act 1947 → PGA_4 → PROC_GRATUITY_CLAIM,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","Dear Client,Usually in the Big Corporate Sector, the Company instead of retrenchment an employee holding a Director/Executive rank position insists on or forces him for submission of resignation for proven professional misconduct following Co's policy and considering the future career and social status of an employee because retrenchment puts a stigma on the career of an employee service record which may put on hold of the employee's further engagement. The Company also offers few lucrative benefits to outgoing employees if they tender their resignation and accept the offer of the Company. Since your position in the Company does not come under the purview of the Industrial Dispute Act, 1947, if you do not accept the Co's proposal for resignation then they may retrench or dismiss you from service holding a domestic inquiry against your professional misconduct or breach of any terms of employment. In that case, based on your confidence,  you have to access justice against the arbitrary and unjustified retrenchment/dismissal from service through a Civil Suit before a Civil Court. So, now the matter exclusively depends upon you.","Under the Industrial Disputes Act, 1947, any retrenchment must comply with the legal requirements, including notifying the appropriate government authority, such as the Labour Commissioner, and providing a valid reason for termination. Failure to do so may render the retrenchment illegal. You can file a complaint with the Labour Commissioner to investigate the legality of the retrenchment process. Additionally, ensure that the severance package offered complies with Section 25F of the Industrial Disputes Act, which mandates compensation and notice. Consider sending a formal written request to HR demanding clarity and compliance with statutory obligations.",20.0758,3.9274,17.6252,19.1222,83.942
33,"I have been on leaves due to sickness and after 15 days have stopped responding to employer due to high mental stress. My employment contract is ending. And I've got 2 warning letter to which I responded and agreed to start working the next week, BUT then my employer says ""you don't need to work anyways your contact is ending"", even after asking for a reason didn't got it. I'm worried whether I'll be liable for any disciplinary action or not. As I have contacted the organisation and agreed to start working but the organisation itself is denying. NEED GENUINE LABOUR LAW ADVICE.( Pune, Maharashtra )",GST_117 → ESI_81 → GST_22 → EC_RULES_67,GST_117 → ESI_81 → GST_22 → EC_RULES_67 → EC_RULES → Employees State Insurance Act 1948 → GST → GST_122A,"Joined TCS Mumbai on 4th June 2021 as consultant with joining bonus. Due to profile mismatch, overtime, verbal harassment and no response from higher management, i resigned and sent an email on 3-Aug (within probation), requesting them to relieve on 31-Aug. They were delaying and asked me to contact this and that person. Later, by 7-Aug, they blocked my laptop access. I could not work within notice period. In offer letter, appointment letter, internal policy - notice period after probation or confirmation only mentioned.
I returned company laptop. Got my salary, variable pay too.
Now after 1.5 years- they have sent me legal notice asking recovery of bonus and 2 months shortfall basic salary, within a week- else legal action. ( No calls or emails- they had my old defunct hotmail ID).meanwhile, i shifted to different city twice, but my phone number was same. Never ever they called me. They used very bad language- ""you had fraudulent intentions to dupe company etc.""

Please advise.( Pune, Maharashtra )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","I applied 4 days leave in Feb 24 for last week of March and by mistake he sanctioned this Leave with remarks that he can't sanction at this moment. I did not see remarks and just sa leave approved and proceeded for home town but now after one-month he cancelled my leave and made me unauthorised and also for supporting he yesterday gave me a letter dated 5 days back.Ehat action can I take because every time he harrases me showing his boss attitude( Banaskantha, Gujarat )","Dear Client,Given that your employment contract is approaching its end, the company is not considering renewing the contract, particularly for an employee who has previously received two warning letters for misconduct. Therefore, you need not be concerned about facing disciplinary action, as the non-renewal of the contract effectively concludes your association with the company.","Under the Industrial Employment (Standing Orders) Act, 1946, an employer may take disciplinary action for unauthorized absence, but this typically requires a fair inquiry. Since you have communicated your willingness to resume work and the employer has declined, disciplinary action is unlikely to be justified. You are not liable for disciplinary action if the employer has explicitly stated that your services are no longer required until the end of your contract.

Next steps: Document all communications with your employer regarding your willingness to return to work. If the employer attempts any adverse action, consider filing a complaint with the Labour Commissioner for wrongful treatment or seek legal recourse for breach of contract.",20.0758,3.9274,17.6252,19.1222,83.942
34,"We would like to know, whether trainee/probationary can be employed for one year from the date of 1st day employment for operators. after one year , they will be confirmed as permanent and will be applicable for min wages act.
what payment to be given for the first year along with Esi and PF.( Bangalore, Karnataka )",EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5,EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5 → provident_fund → EPF_AT → labour_court → leave,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )","I am working in indian software MNC from october 2008 till date from 2008-2018 I was medically fit from 2018 I suffering from asthma, hip joint bone AVN disorder but this is not affecting my office work at all my office work performance is good so currently I am asking for work from home so can my employer terminate me for medical health( Pune, Maharashtra )","Dear Sir,It all depends upon employers attitude.  If you did not maintain proper records that is pay rolls then it is very difficult to fight in respect of your rights.  Anyway approach office of Labour Commissioner.","Under Indian labor law, trainees or probationary employees can be employed for a fixed period, such as one year, before being confirmed as permanent employees. During this probationary period, they must be paid at least the minimum wages as prescribed by the Minimum Wages Act, 1948, applicable to their category and industry. Additionally, employers must comply with the Employees' State Insurance (ESI) Act, 1948, and the Employees' Provident Funds (EPF) and Miscellaneous Provisions Act, 1952, for contributions if the establishment is covered under these acts.

Employers must ensure that all statutory deductions and contributions for ESI and PF are made from the first day of employment. The user should review the specific wage notifications applicable in Karnataka for the relevant industry to determine the exact minimum wage. If there are any discrepancies or disputes, the user can approach the local labor office or labor court for resolution.",20.0758,3.9274,17.6252,19.1222,83.942
35,"Company asked me to leave after probation period As my employment not confirmed 
Due to : - 
1)	Manager doing many unethical practices he was fearing I will update to management (Proof I have).
2)	Not got any opportunity to clarify someone else
3)	In 6 month I have synchronize all activities, build two best team &amp; Enabled process for Cloud &amp; DevOps. So my manager now confident he can continue delivery as followed by my setup.
4)	Even at the time of joining I have not signed Code of Conduct policy because they are new to India operation I was worried they may utilize my skill and will remove me.
Please advise.( Bangalore, Karnataka )",SCST_A_19 → RPSR_2 → RPSR_3 → RPSR_156B,SCST_A_19 → RPSR_2 → RPSR_3 → RPSR_156B → probation → leave → SCST_A → RPSR,"Joined TCS Mumbai on 4th June 2021 as consultant with joining bonus. Due to profile mismatch, overtime, verbal harassment and no response from higher management, i resigned and sent an email on 3-Aug (within probation), requesting them to relieve on 31-Aug. They were delaying and asked me to contact this and that person. Later, by 7-Aug, they blocked my laptop access. I could not work within notice period. In offer letter, appointment letter, internal policy - notice period after probation or confirmation only mentioned.
I returned company laptop. Got my salary, variable pay too.
Now after 1.5 years- they have sent me legal notice asking recovery of bonus and 2 months shortfall basic salary, within a week- else legal action. ( No calls or emails- they had my old defunct hotmail ID).meanwhile, i shifted to different city twice, but my phone number was same. Never ever they called me. They used very bad language- ""you had fraudulent intentions to dupe company etc.""

Please advise.( Pune, Maharashtra )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","I am working in a Pvt Ltd Biotechnology company &amp; signed a bond for 5 years. But the work pressure &amp; environment is so toxic and painful. Even I am forced to work everyday approximately 10-12 hours which includes holidays &amp; weekly offs since 1.8 years. When I have resigned recently, they are not ready to relive me and asked me that they have trained me on work and I can's leave. However as a experienced person I haven't learned a single new thing from this organization whereas I have trained their fresher to work properly. What is the legal rights for me to sue the company and get relieve smoothly ?( Bhubaneswar, Orissa )","A.Dear Sir/Madam,After completion of the probation period, it is the discretion of the employer to put you on permanent role or not. If you have proof regarding the issues he has made for you, then, you must complaint this to the head of the department before you leave the job.","The key legal issue is whether the termination after the probation period was lawful. Under Indian employment law, during the probation period, an employer generally has the discretion to terminate employment without providing a reason, unless the employment contract or company policy specifies otherwise. However, if you have evidence of unethical practices by your manager, you may have grounds to challenge the termination as retaliatory or wrongful.

You can file a complaint with the local Labour Commissioner if you believe the termination was unjust, especially if you have evidence of unethical practices that you intended to report. Alternatively, if you hold a managerial position, consider filing a civil suit for wrongful termination. Collect and organize all evidence related to the unethical practices and your contributions to the company, as this will be crucial in any legal proceedings.",20.0758,3.9274,17.6252,19.1222,83.942
36,"I have signed a bond of 5 years in the company, I have completed one year. Now i have been put into PIP. If i get terminated or resign after the PIP period ends will i be liable to to pay the bond amount?( Bangalore, Karnataka )",ICA_73 → ICA_74 → SRA_14 → SRA_16,ICA_73 → ICA_74 → SRA_14 → SRA_16 → Specific Relief Act 1963 → employment_bond → Indian Contract Act 1872 → PROC_EMPLOYMENT_BOND,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )","I am working in a company but it is not adding any value to my personal development & career development. I am in the end of probation period. Can my company take action against me if I resign from the job or will have to face consequences. I want to know how they will handle me.( Bangalore, Karnataka )","A.Dear Client,Please go through the terms and conditions of your appointment letter and the service bond executed by you that governs your relationship with the company. A service/employment bond itself does not create any relationship between an employer and an employee unless and until it is followed by the essential steps required to make the Bond valid and enforceable under the law. The validity of Employment bonds can be challenged based on Section 27 of the Indian Contract Act,1872 which prohibits any agreement in restraint of trade and profession. The law states that an agreement (employment bond) will be illegal only if it restrains someone from exercising a lawful profession/ trade/ business. As per the mandate of Section 27 of the Indian Contract Act,1872, any terms and conditions of an agreement that directly or indirectly compels the employee to serve the employer or puts a restriction on them joining the competitor or other employer is not valid. The employee has the right to resign from the employment even if he has agreed to the employment bond to serve the employer for a specific period. In the case where the employer can prove that the employee is joining the competitor to disclose the trade secret then the court may issue an injunction order restricting the employee from joining the competitor. Further, Section 73 of the Act makes provision for un-liquidated damages (not stipulated in a contract), Section 74 deals with liquidated damages (stipulated in a contract), and no compensation is attracted for mere breach of contract u/s.73. 74 of the Act unless such breach resulted in an actual loss or damage to the opposite party employer. If you are terminated or forced to resign at the end of the Performance Improvement Plan(PIP),. So, in the prevailing situation, if the Company takes any legal action against you or terminates your service without notice or without compliance with the provision of Sec.25F or 25N of the Industrial Dispute Act, 1947 and you are not holding the position of Manager/Supervisor but a workman as defined u/s.2(s) of the Industrial Dispute Act then after serving a legal notice to the Company, reach out to the office of the Labour Commissioner concerned for filing a complaint against the employer over alleged unfair labour practice to resolve the grievance, failing which you can raise an industrial dispute under Section 2A of the I D Act directly before the State Labour Court/Industrial Tribunal. Otherwise, if you are holding the position of Manager or Administrative Officer, you need to file a civil suit against the Company in Civil Court seeking appropriate relief in the matter.","The enforceability of employment bonds in India is governed by the Indian Contract Act, 1872. Under Section 27 of the Act, any agreement in restraint of trade is void, but courts have upheld employment bonds if they are reasonable and not excessively harsh. If you are terminated without cause, you may not be liable to pay the bond amount, as the termination is not due to your breach. However, resigning voluntarily may trigger the bond's penalty clause unless the bond terms specify otherwise.

To proceed, review your employment bond for specific clauses related to termination and resignation. Consider negotiating with your employer regarding the bond terms, especially if your termination is due to the PIP and not your performance.",20.0758,3.9274,17.6252,19.1222,83.942
37,"My company removed me from the job without prior notice. I got this job a week back but they suddenly told your performance is not upto the mark so you will be kicked. Is this a right practice? I traveled around 400km for this job.( Bangalore, Karnataka )",GST_143 → GST_141 → LIM_54 → EC_RULES_66,GST_143 → GST_141 → LIM_54 → EC_RULES_66 → EC_RULES → LIM → GST → GST_122A,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )","I was sick with covid in the month of April. So I didnt work for April, May and June, but marked the attendance on the company portal. I recieved salary for all these months with salary slips. Now they mailed me not to mark attendance for july and saying they will adjust april, may and june salary when I start working again. Can they do that? Should I mark july's attendance? Can they take any legal action against me? I have marked the attendance on the portal, is anything wrong in that?( New Delhi, Delhi )",Dear client ask for reason behind termination ask for all legal documents and file a Labour case near your area consult a Labour lawyer near you. Regards NITHYANANDAN.S,"Under Indian labor law, termination without notice may violate the terms of the employment contract and the Industrial Disputes Act, 1947, if applicable. If the employment was probationary, the employer might have more leeway, but they must still adhere to any contractual obligations regarding notice periods. You can file a complaint with the Labour Commissioner for wrongful termination if the termination was without just cause and proper notice.

Legally, you cannot demand reinstatement unless the termination violated specific statutory protections or contractual terms. However, you can seek compensation for any breach of contract. Next steps include reviewing your employment contract for notice period clauses and contacting the Labour Commissioner to file a grievance.",20.0758,3.9274,17.6252,19.1222,83.942
38,"Dear Sir/Mam, I recently changed my job and in my new workplace PF is not contributed by the employer neither it is deducted from my salary. I requested them to deduct but they refused. My previous Employer used to deduct PF. I want my EPF to continue for retirement and tax benefits, what can I do?( Mathura, Uttar Pradesh )",EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5,EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5 → provident_fund → EPF_AT → labour_court → leave,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )","I lost my Job in the year 2017 due to a false sexual harassment matter. I didnt fight in court of law. I worked  in few places who didnt insist for character certificate from police. Now new employer insists on character certificate. What should i do? Will persuation to police department help? My online application was rejected and i m not aware why it was rejected though.( Mumbai suburban, Maharashtra )","Dear Client,If your employer hire more than 20 employees under him then he need to maintain EPF and contribute his share in that. In other case he can deny to contribute if all other employees in majority want EPF Exemption. These two condition are exemption in case of EPF for employer and in all other situation he need to contribute under EPF scheme. The punishment for employer who contravenes or make default is payment is prescribed i.e.punishable with imprisonment for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both.Thank You.","Under the Employees' Provident Funds and Miscellaneous Provisions Act, 1952, it is mandatory for establishments with 20 or more employees to contribute to the Employee Provident Fund (EPF). If your new employer meets this criterion and is not contributing to the EPF, they are in violation of the Act. You can file a complaint with the Employees' Provident Fund Organization (EPFO) to enforce compliance. Additionally, consider sending a formal written request to your employer, citing the legal obligation under the Act, and keep a copy for your records.",20.0758,3.9274,17.6252,19.1222,83.942
39,"The employment contract states that the company can terminate the employee without notice during the probation period. However the employee has to give a 2 month notice period or two months salary failing that, during probation. Is this legal?( Mumbai, Maharashtra )",MEPS_26 → MEPS_40 → SCST_A_19 → RPSR_2,MEPS_26 → MEPS_40 → SCST_A_19 → RPSR_2 → probation → notice_period → SCST_A → leave,"Widow daughter can get family pension of panchayat taj dept employees.( North 24 Parganas, West Bengal )","I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I'm working in American MNC ( Concentrix Daksh services India Pvt Ltd) situated in Gurugram, haryana, India. The nature of company is service provider to top clients including global tech giants. And I'm working for one of the world's biggest tech giant (Google TVC ), by providing services in specific project on behalf of above mentioned company (CNX ). So, I came to know that we are offered very less salary as compared to average salary in other regions in world and no where near the average salary of Google. And recently it's highlighted by whistleblower that Google illegally underpaid thousands of workers in many countries breaching pay parity laws. So I need advice in context of that if pay parity laws says in US that Google TVCs ( temporary, vendors and contractual workers ) are entitled to equal compensation. So is it possible to highlight same issue in India as well, and if yes, how to do it and how to get success in receiving the entitled compensation from Google or main company ( cnx), ( which ever is culprit ). I'm adding few links for references and better understanding. https://amp.theguardian.com/technology/2021/sep/10/google-underpaid-workers-illegal-pay-disparity-documents https://payparity.org/( North Delhi, Delhi )","Dear Client,Either party may terminate the work contract during the probation period unless the contract includes a provision giving such right exclusively to either party. An employer can end an employee's employment without notice during the probation period. However, a probationer has to give notice before leaving the job during the probation period. The Employer who prefers to terminate an employee immediately pays the dues in lieu of the notice. This is the amount they'd pay the employee if they performed their duties during a notice period. A probationer is not considered a workman and the service of a probationer can be ended by the employer with or without any prior notice and such termination doesn't amount to curtailment under the Sub-section (oo) of Sec.2 of the Industrial Disputes Act, 1947.","The employment contract's stipulation requiring the employee to give a two-month notice or pay in lieu during probation, while allowing the employer to terminate without notice, may be considered unfair and potentially unconscionable under Indian contract law principles. The Indian Contract Act, 1872, under Section 23, states that the terms of a contract should not be unfair or against public policy. The Bombay High Court in cases like ""Central Inland Water Transport Corporation Ltd. v. Brojo Nath Ganguly"" has held that unequal bargaining power can render certain contract terms void. 

The employee can challenge this clause as being unreasonable and seek redress through a labor court or tribunal. The next steps would be to document all communications regarding the contract terms and consult a labor lawyer to assess the viability of challenging the clause.",20.0758,3.9274,17.6252,19.1222,83.942
40,"Have you ever been debarred from any examination or rusticated by any University or any other
 educational authority/institution?



Is college exam included in this?( Aligarh, Uttar Pradesh )",FIN_A_44 → RPSR_15 → RPSR_3213 → FIN_A_29,FIN_A_44 → RPSR_15 → RPSR_3213 → FIN_A_29 → FIN_A → RPSR → FIN_A_23D → FIN_A_164,"Widow daughter can get family pension of panchayat taj dept employees.( North 24 Parganas, West Bengal )","My wife working in a private company since last 1year. She is expecting first child and due date is around February next year. She is planning to inform and ask the employer for maternity leave. However she is getting to know that the employer allowing only 3months for paid maternity leave. What can we do about this?( Bangalore, Karnataka )","Kindly help me 
i am teaching in playschool from july 2022 & completed 1 year i.e on july 2023 Now i am leaving the school & school refuses me to give me experience certificate Said that session is start from april and end at march , and you have to continue till march 2024 to get 1 year experience certificate
Is it wright ?? kindly help me what should I do???( Chandigarh, Chandigarh )","Dear client,Debarred - This means that were you prohibited by any authority for giving exams. If any authority conducting the exams debars you from writing the exam, maybe by way of malpractice or any other illegal means followed by you while writing the exam, only then you can agree on being debarred in that attestation form.Yes, if the college exam is conducted by any authoritative board, then yes it is included.","The key legal issue is whether being debarred from a college examination falls under the category of being debarred from any examination by an educational authority. Under the University Grants Commission (UGC) guidelines and general educational regulations, being debarred from a college exam is indeed considered being debarred by an educational institution. Therefore, if a form or application asks whether you have been debarred from any examination, you must disclose this information if applicable.

You should review the specific terms and conditions of the application or form you are filling out to ensure compliance. If you have been debarred, consider seeking legal advice on how to present this information accurately and any potential implications it might have.",20.0758,3.9274,17.6252,19.1222,83.942
41,"Hello sir/ma'am
I accepted an offer letter via mail for an online job last week, nd send in the resignation after only 3days of working with them. Is the offer letter or my ""i accept you offer"" mail legally binding?( Thiruvananthapuram, Kerala )",MEPS_26 → MEPS_40,MEPS_26 → MEPS_40 → notice_period → leave → MEPS → retrenchment,"Widow daughter can get family pension of panchayat taj dept employees.( North 24 Parganas, West Bengal )","I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","My father worked as driver in KPTCL on 1994  he worked 5 days only then he will not reported to duty because of    he is suffering from health issue and then one year back 29/05/2018 my father is died  so that  we are eligible for taking job from compassionate ground or not . my father no given to resignation letter to department( Shimoga, Karnataka )","Dear Client,You need to check the document in detail to see if it mentioned any notice period or a particular time to be spend with the company. On absence, youâd be safe.","The acceptance of an offer letter via email can create a legally binding contract if it meets the essential elements of a contract: offer, acceptance, consideration, and intention to create legal relations. Under Indian Contract Act, 1872, a contract is formed when these elements are present, and the acceptance of an offer signifies agreement to its terms. 

You can legally resign from the position, but you may be subject to any notice period or other terms specified in the contract. Review the offer letter for any clauses regarding resignation or notice periods. If there are no specific terms or penalties for early resignation, you may proceed without further obligations. If terms exist, consider negotiating with the employer or fulfilling the required notice period.",20.0758,3.9274,17.6252,19.1222,83.942
