question,answer
"I am a muslim female resident of Dibrugarh. I had married my husband (muslim) in last year from Sibsagar district per muslim marriage laws (785640) and we moved there. But now from last 6 months my husband had abandoned me and he doesn't come home from he's parents home and now he doesn't give me any salary and nothing. He completely ghosted me and when I ask him to confront he said he doesn't love me and tells me that he will not going to give any money to live my life and he want to leave me now! So I had applied for 50% of his salary and his facilities from company in Kamrup district's family court. So I want to know will I get justice in my case and will I get 50% of his salary to me legally?( Guwahati, Assam )","Dear Madam,As per ruling of the Honâble Supreme Court you may be entitled upto 25% of the net salary of your husband if you are unemployed and unable to get any employment due to your poor or no academic record."
"Dear Sir/Madam,

I am writing to express my current situation regarding my family. My name is Manu KK, and I got married to my wife in November 2016. We were blessed with two beautiful children, aged 6 and 2 years old respectively.

In the initial years of our marriage, everything seemed to be going well. However, approximately a year after our wedding, my wife went to stay with her parents for what was meant to be a temporary visit. Over time, this temporary arrangement became more permanent, and despite my efforts to maintain a connection with my family, the situation gradually deteriorated.

Until December 2022, I frequently visited my wife and children at her parental home, spending time with them and contributing to their well-being. However, since December 2022, my wife has restricted my access to them. Despite this, I have continued to fulfill my responsibilities by providing financial support. I have consistently paid an amount of 5000 Rs per month to assist with the upbringing of our children.
Then she file a petition for maintenance in the family court, without filing divorce petition,
It saddens me deeply that I am unable to see or communicate with my children as frequently as I would like. Despite the challenges we face in our relationship, I remain committed to supporting my family emotionally and financially to the best of my ability.

I hope for an amicable resolution to our differences and for the opportunity to play an active role in the lives of my children.

Sincerely,
Manu KK( Ernakulam, Kerala )","Dear Sir,With the help of common friends you may solve the problem. It seems your wife is adamant and may not listen to the elders."
"I want to living relationship with my boyfriend she agree  family members but my family members not agree and some more problems create in my life now I'm not live with my mom dad I'm live at my grandparents( Surat, Gujarat )","Dear Client,A live-in relationship between consenting adults is not considered illegal. A live-in relationship refers to an arrangement where two individuals, typically in a romantic relationship, decide to live together as a couple without getting married. The couple can be of any gender but must be above the age of 18 and give free consent.  However, it is important to note that any sexual activity with a person below the age of 18 years is considered statutory rape and is a criminal offense. This type of attitude is common among homes across the country hence it is not an isolated incidence. If you are economically independent and you feel you can manage outside without the support of your family for all your needs, nothing prevents or restricts you from walking out of your home to look for the destiny of your choice. In the given scenario, you can make a complaint online (https://nhrc.nic.in/complaints/complaints/how-to-file-a-complaints) to the Chairperson, the National Human Rights Commission, New Delhi and the State Human Rights Commission along with the Chairperson, National Commission for Women and State Commission for Women who are empowered to investigate complaints related to atrocities faced by women in-house by sending an email to[emailÂ protected]or filing an online complaint. Further, you can also approach the State Commission of Women situated in your state, and seek help from the NGOs who rendered dedicated service to the women in distress."
"My wife's Sister's husband (Sadu) took Rs. 2.5 lakhs from me in January 2017 telling me  that he will give me  Rs 10,000 monthly till I tell him to  stop & this monthly payment & get my the capital amount back .
Till now,  he has not paid me anything.
Every time,He verbally says he will return the (deposit + incentives) soon in a month. 
But till now ( after 7 years) he has not paid me any money, Instead he borrowed more money from me several times  for some emergencies, telling He will return this amount also along with the whole deposited amount. He says he is in debt. I will take some time.
I have the proofs of the online payments done by me to him from the beginning.
I need Court's help.( Pune, Maharashtra )","Dear Client,In the absence of any agreement/promissory note/post-dated cheque supporting your payments to Sadu on different occasions, you have no legal remedy to recover your money from the person even through litigation before the Court."
"Sir , 
My brother got married by his choice. He stays in Mumbai .Our parents are in Rajasthan.They are of old age , they live in ashram. My brother used to call them from his office as his better half don't want to keep any relation with my parents. As soon as she get to know that my brother is taking to his parents 
go or trying to go and meet them ,the wife give suicide threats to my parents on watsapp multiple times using abusive words. She is using my brother's phone to messag my parents. What to do? Please guide us. How my parents can safeguard themselves from such false allegations( Kadapa, Andhra Pradesh )","Dear Client,In the given scenario, if your parents agree, they can take steps to resolve the issue through legal remedies available to them. Here are some options:1. File a Complaint Under the Domestic Violence Act, 2005: Your parents can file a complaint against their daughter-in-law under the Domestic Violence Act, 2005, if they are facing harassment or humiliation. This law is designed to protect the safety and security of senior citizens who may be subjected to abuse in their later years.2. File an Application Under the Maintenance and Welfare of Parents & Sr. Citizens Act, 2007: Your parents can also file an application under Section 5 of this Act before the maintenance tribunal presided over by the Sub-Divisional Magistrate (SDM) or District Magistrate (DM). This act aims to ensure the welfare and maintenance of senior citizens, allowing them to seek relief from harassment or neglect by their children or relatives.3. Contact Elder Help Line: The Ministry of Social Justice and Empowerment has launched an Elder Help Line (No.14567) to assist senior citizens in various crises, including health and financial matters. Your aged parents can contact this helpline for support in resolving the issue they are facing.These legal avenues provide your parents with the opportunity to address the situation and seek relief from any mistreatment or neglect they may be experiencing. It's important to note that in proceedings under the Maintenance and Welfare of Parents & Sr. Citizens Act, no advocates are allowed to represent either party, ensuring fair and direct engagement between the parties involved."
"So, my father(56) is very abusive & violent type of person from since I can remember from my memory with my mother(54). Now, even after so many years, any hope of putting any sense in him is fading and things are getting even worse.
I want to ask, if I take my mother to live with me, can we make my father bound to pay monthly half pension of the pension amount as maintenance to wife.
Is there is law/judgement for like this situation so that we can make him understand that if mother files for divorce formally then also he has to pay monthly to wife. 

The thing is, if we can make him agree to this, we can avoid public drama where everyone will come to know and talk about this all divorce scene of two elderly couple.

P.S. I am not a greedy son, I want my mother what is her right and also to remind my father every month that what kind of monster he was when he has to give half pension money.( Meerut, Uttar Pradesh )","Dear Client,Based on the query, if your father (56) is retired from his service, it's essential to clarify whether his pension benefits extend to his spouse in the event of his demise. Typically, the spouse of a pension holder is entitled to receive a family pension until she remains alive.If disputes arise between married couples, they can either resolve them through mutual understanding outside of court or seek court intervention. In cases where the relationship becomes irretrievable, mutual divorce with the court's order may be the best solution. This process can involve the assistance of an ethics counselor or matrimonial expert to facilitate a smoother resolution.When no other solution is viable, mutual divorce may be pursued. In such cases, the couple must agree on matters such as maintenance or alimony. Courts have held that even after mutual divorce, if the parties continue living separately, it doesn't imply mutual consent to do so. Therefore, if a wife obtains divorce by mutual consent, she may still be entitled to maintenance under section 125 of the Criminal Procedure Code.Ultimately, in cases of mutual consent divorce, both parties should agree on alimony and maintenance before approaching the court for annulment of the marriage."
"If a person father has reduced age in aadhar card while it was applied and as per aadhar the child is 17 but in real it's 19 and if child admits the safe to official that he/she is 19 not 17. Will then he/she will be considered major and will be able go make their own decisions?( Balrampur, Uttar Pradesh )","Dear Client,If your oral admission regarding your age is not backed by substantial evidence, your age or date of birth (DOB) as stated in your Aadhar Card will be deemed your current age."
"Sir .
My name Mahesh Kumar Sharma
In my wife documents her name mentioned.
Ankita Mahesh Kumar . before marriage wife name Ankita Kumari  before marriage wife have no property or any investment nothing she has before marriage 
In her documents Husband name colume Mahesh Kumar Sharma. Mentioned 

My question is in his name my surname not mentioned is it create any problem to transfer property or any other one like visa or any other

We have only single family In.
ration card and in Rajasthan Jan adhar card all my name as par Addhar card .
Like my Name Mahesh Kumar Sharma
My wife name Ankita Mahesh kumar .

Is it ok our we face any issue please reply .( Pali, Rajasthan )","Dear Client,Changing your spouse's surname post-marriage is not legally mandatory in India. Even, women don't need to change their names/surname on their passports after marriage. It is believed that taking on the same surname as the man seals the marriage. However, It makes future paperwork for property-related matters easier. Further, If you are looking at joint accounts, then it is easier if you have the same surname. The debate on what surname your future kids will have gets omitted. So if you are contemplating whether you should or shouldnât change your wife's last name, do what you feel is right. It's a personal choice and should be made considering your comfort and identity."
"I got married  a month back. I was forced for marriage so I married  without liking it.  Also now got to know that he is not going for work and I am not happy and spending  my salary for everything. Is there any way to make this marriage  void ?( Chennai, Tamil Nadu )","Dear Client,Section 12 of the Hindu Marriage Act, 1955 outlines grounds for voidable marriage, including impotence, prohibited degrees of relation, or mental incapacity. The court can declare such marriages void through a decree of nullity. Disputes between spouses can be resolved either through mutual agreement or court intervention, including seeking a decree of mutual divorce. Section 14 prohibits filing for divorce within one year of marriage."
"Lack of communication between me & my husband My mom in law is always trying to make issues between me & my husband( Junagadh, Gujarat )","Dear Client,Your query requires more details to address it suitably. You expressed your situation but not a cause of action that attracts a legal remedy. It is a virtual platform where in the absence of a specific cause of action suitable legal remedies cannot be suggested based on the standalone situation/circumstances. So, please revert to us with more details and a cause of action that requires a legal remedy."
"Sir . 
My name Mahesh Kumar Sharma
In my wife documents her name mentioned. 
Ankita Mahesh Kumar . 
Husband name colume Mahesh Kumar Sharma. Mentioned in her documents

 My question is in his name my surname not mentioned is it create any problem to transfer property or any other one like visa or any other 

We have only single family In.
ration card and in Rajasthan Jan adhar card all my name as par Addhar card . 
Like my Name Mahesh Kumar Sharma 
My wife name Ankita Mahesh kumar . 

Is it ok our we face any issue please reply .( Pali, Rajasthan )","Dear Client,Changing your spouse's surname post-marriage is not legally mandatory in India. Even, women don't need to change their names/surname on their passports after marriage. It is believed that taking on the same surname as the man seals the marriage. However, It makes future paperwork for property-related matters easier. Further, If you are looking at joint accounts, then it is easier if you have the same surname. The debate on what surname your future kids will have gets omitted. So if you are contemplating whether you should or shouldnât change your wife's last name, do what you feel is right. It's a personal choice and should be made considering your comfort and identity."
"My father who is now in his late 50s has been mentally unstable for almost past 15 years. Over the years, he has had psycosis, shrizophrenia and depression. He is still working in a job but every year for some months he is just on leaves due to his condition. My mother has been his caregiver since 15 years back the first time he had major depression and psycosis. She is also growing old now and it becoming near to impossible for her to take care of him anymore. We have treated him to one of the best institutes in the country but every year he again has the same issue. Lately, the extent of the issues have increased. I residing in another city cannot control the issue much and I would not want to spoil my future to become my father's caregiver. I am also not as mentally strong as my mother to take care of him. Is there any law in the country in which the state can help to take care of such a person? Financially, we will support it to your best of the resources, but we are not able to physically support him anymore. What can be done legally on this issue?( Asansol, West Bengal )","Dear Client,In the given scenario, you can arrange for a full-time caregiver for your ailing father. You can also seek help from an NGO that renders dedicated service to the needy and ailing persons."
"My husband's big brother and his wife has been abusing ( especially towards my mother-in-law) after he quit his job in Dubai and started to live with his family. The kitchen is seperated into two. Regular quarrels would happen on the name of house property to convert in his name. In those heat quarrels few items in our household has been broken by him like glass dining table, washbasin.
This house was built by taking loan which has still some emi payments left. He wants my jwellery to be taken and close the loan amount then transfer property in his name. 
This property quarrels started in June 2023 I was 3 months pregnant at that time. Now I have my 3 month old son. Now my in-laws have decided to stand against him mentally. They have been keeping everything thing from outside world till date. Resently quarrels turned in to physical and my husband has fractured his shoulder. Guied us please( Malappuram, Kerala )","Dear Madam,You may file multiple cases like maintenance and domestic violence and also police complaint then they may come for compromise."
"My girlfriend promised for that she will marry me after so many times of sexual relationship she is denying for marriage. Can I complaint legally and marry her.( Chennai, Tamil Nadu )",Dear client though you can't legally enforce a verbal agreement but can file a complaint under sec 420 which deals with cheating.
"Hello Sir/Madam,
I would like to know if a married daughter can file a case over her widow mom over the property, which her mom has solely earned and acquired over years of hardwork? The mom's property is not ancestral.( Coimbatore, Tamil Nadu )","Dear Sir,IntroductionEvery law of succession defines the rules of distribution of property in case a person dies without making a will. The Christian Law of Succession is governed by the provisions in the Indian Succession Act, 1925. However, with respect to Indian Christians, the diversity in inheritance laws is greatly intensified by making domicile a criterion for determining the application of laws. Till January 1986, Christians in the State of Kerala were governed by two different Acts â those domiciled in Cochin were subject to the application of the Cochin Christian Succession Act, 1921, while the Travancore Christians were governed by the Travancore Christian Succession Act, 1916. These two Acts have now been repealed and the Christians following these laws earlier are now governed by the general scheme of inheritance under the Indian Succession Act, 1925. However, Protestant and Tamil Christians, for example, living in certain taluks, are still governed by their respective customary laws. Christians in the State of Goa and the Union Territories of Daman and Diu are governed by the Portuguese Civil Code, 1867, while those in Pondicherry could be governed by the French Civil Code, 1804 (such Christians are known as âRenocantsâ), customary Hindu law, or the Indian Succession Act.Despite these variances, the overall law for Indian Christians in effect is the Indian Succession Act of 1925, which will be dealt with in this project. It has been deemed âsomewhat archaic and anachronisticâ by certain legal experts, but it continues to be the only firm law in this regard. This Act recognises three types of heirs for Christians: the spouse, the lineal descendants, and the kindred.Basic Principles Of The Christian Law Of SuccessionThe Concept Of SuccessionBefore venturing into a discussion on the Christian Law of Succession, we would do well to first make a preliminary study of what exactly succession is. Succession, in brief, deals with how the property of a deceased person devolves on his heirs. This property may be ancestral or self-acquired, and may devolve in two ways:1.	By Testamentary Succession, i.e. when the deceased has left a will bequeathing his property to specific heirs2.	By Intestate Succession, i.e. when the deceased has not left a will, whereby the law governing the deceased (according to his religion) steps in, and determines how his estate will devolve.The Indian Succession Act, 1925The religion of the deceased determines the succession to his estate. For example, succession among Hindus is governed by the Hindu Succession Act, 1956. As such, Christians in general are governed by the Indian Succession Act of 1925 for succession purposes.S. 2(d) of the Act defines an âIndian Christianâ hereby: âIndian Christianâ means a native of India who is, or in good faith claims to be, of unmixed Asiatic descent and who professes any form of the Christian religion.This was further clarified in the case of Abraham v. Abraham where the scope of this definition of an âIndian Christianâ was delineated with regard to its actual working. This case laid down that a Hindu who has converted to Christianity shall not be governed by Hindu law (customary or otherwise) anymore, and any continuing obligatory force that the Hindu law may have exercised upon him stands renounced. However, he was clearly given the option to permit the old law to continue to have an effect on him, despite having converted out of the old religion into the new one.In 1865, the original Indian Succession Act was passed and a new question arose as to whether, even under the provisions of this new Act, the convert could elect to be governed by the old law. In the case of Kamawati v. Digbijoy thereafter it was held by the Privy Council that the old law ceases to be applicable with regard to inheritance i.e. succession. Thereafter in a recent 2001 judgement, the Allahabad High Court reiterated that Hindu converts to Christianity will be bound solely by the succession laws governing Christians, inclusive of the Indian Succession Act, 1925, and it will not be possible for them to elect to be governed by the old law in this or related matters.Will, however, the incidents of the joint family (in the case of those converting out of the Hindu religion) continue to apply? The Courts in this regard have not been able to reach a uniform conclusion. In the case of Francis v. Gabri the Bombay High Court held that if a family were to convert out of Hinduism into Christianity, the coparcenary rights of that family would remain untouched. But the Madras High Court held in the case of Francis v. Tellis that the effect of conversion out of Hinduism would be to render all coparcenary rights thenceforth individual rights. In this case, out of two brothers, one of them converted to Christianity. It was held that upon his death it would not be possible for the other brother to succeed to the entire estate by way of the doctrine of survivorship.Intestate Succession Among Indian ChristiansS. 30 of the Indian Succession Act, 1925 defines intestate succession thus: A person is deemed to die intestate in respect of all property of which he has not made a testamentary disposition which is capable of taking effect. Thus any property which has not already been bequeathed or allocated as per legal process, will, upon the death of the owner, insofar as he is an Indian Christian, devolve as per the rules contained in Chapter II of the Act. It would be worthwhile to note at this point that intestacy is either total or partial. There is a total intestacy where the deceased does not effectively dispose of any beneficial interest in any of his property by will. There is a partial intestacy where the deceased effectively disposes of some, but not all, of the beneficial interest in his property by will.DomicileThe Domicile of the deceased plays an integral role in determining the method of devolution of his property. Halsbury defined âdomicileâ thus: âA personâs domicile is that country in which he either has or is deemed by law to have his permanent home.â S.5 of the Act categorically states that succession to the movable property of the deceased will be governed by the lex loci as per where he had his domicile at the time of his death; whereas succession to his immovable property will be governed by the law of India (lex loci reisital), no matter where he was domiciled at the time of his death. Also, S. 6 further qualifies this provision by stating that a person can have only one domicile for the purpose of succession to his movable property. It must be noted that domicile and nationality differ from each other â domicile deals with immediate residence, whereas nationality implies the original allegiance borne by the person. S. 15 lays down that upon and during subsistence of marriage, the wife acquires the domicile of her husband automatically.Kindred Or ConsanguinityS. 24 of the Act makes an initial reference to the concept of kindred and consanguinity, defining it as âthe connection or relation of persons descended from the same stock or common ancestor.â S. 25 qualifies âlineal consanguinityâ with regard to descent in a direct line. Under this head fall those relations who are descendants from one another or both from the same common ancestor. Now, succession can be either âper capitaâ (one share to each heir, when they are all of the same degree of relationship) or âper stirpesâ (division according to branches when degrees of relationship are discrete). For Christians, if one were to claim through a relative who was of the same degree as the nearest kindred to the deceased, one would be deemed to stand in the shoes of such relative and claim âper stirpes.âS. 26 qualifies âcollateral consanguinityâ as occurring when persons are descended from the same stock or common ancestor, but not in a direct line (for example, two brothers). It is interesting to note that the law for Christians does not make any distinction between relations through the father or the mother. If the relations from the paternal and maternal sides are equally related to the intestate, they are all entitled to succeed and will take equal share among themselves. Also, no distinction is made between full-blood/half-blood/uterine relations; and a posthumous child is treated as a child who was present when the intestate died, so long as the child has been born alive and was in the womb when the intestate died.Christian law does not recognise children born out of wedlock; it only deals with legitimate marriages. Furthermore it does not recognise polygamous marriages either. However, a decision has been made to the effect that it does recognise adoption and an adopted child is deemed to have all the rights of a child natural-born, although the law does not expressly say so.The law of intestate succession under S. 32 states that: The property of an intestate devolves upon the wife or husband or upon those who are of the kindred of the deceased, in the order and according to the rules hereinafter contained in this Chapter. However, as aforementioned, the Act recognises three types of heirs for Christians: the spouse, the lineal descendants, and the kindred. These shall be dealt with now.Rights Of The Widow And WidowerS. 33, S. 33-A, S. 34 of the Act govern succession to the widow. Together they lay down that if the deceased has left behind both a widow and lineal descendants, she will get one-third share in his estate while the remaining two-thirds will go to the latter. If no lineal descendants have been left but other kindred are alive, one-half of the estate passes to the widow and the rest to the kindred. And if no kindred are left either, the whole of the estate shall belong to his widow. Where, however, the intestate has left a widow but no lineal descendants, and the net value of his property does not exceed five thousand rupees, the whole of the property will go to the widow â but this provision does not apply to Indian Christians.S. 35 lays down the rights of the widower of the deceased. It says quite simply that he shall have the same rights in respect of her property as she would in the event that he predeceased her (intestate).Rights Of Children And Other Lineal DescendantsIf the widow is still alive, the lineal descendants will take two-thirds of the estate; if not, they will take it in whole. Per capita (equal division of shares) applies if they stand in the same degree of relationship to the deceased. This is as per Sections 36-40 of the Act. Importantly, case law has determined that the heirs to a Christian shall take his property as tenants-in-common and not as joint tenants.Also, the religion of the heirs will not act as estoppel with regard to succession. Even the Hindu father of a son who had converted to Christianity was held entitled to inherit from him after his death.As per S. 48, where the intestate has left neither lineal descendant, nor parent, nor sibling, his property shall be divided equally among those of his relatives who are in the nearest degree of kin to him. If there are no heirs whatsoever to the intestate, the doctrine of escheat can be invoked by the Government, whereupon the estate of the deceased will revert to the State.Testamentary Succession Among Indian ChristiansA will is the expression by a person of wishes which he intends to take effect only at his death. In order to make a valid will, a testator must have a testamentary intention i.e. he must intend the wishes to which he gives deliberate expression to take effect only at his death.Testamentary Succession is dealt with under Part VI of the Indian Succession Act, 1925. According to S. 59, every person of sound mind, not being a minor, may dispose of his property by will. The explanations to this Section further expand the ambit of testamentary disposition of estate by categorically stating that married women as also deaf/dumb/blind persons who are not thereby incapacitated to make a will are all entitled to disposing their property by will. Soundness of mind and freedom from intoxication or any illness that render a person incapable of knowing what he is doing are also laid down as prerequisites to the process.Part VI of the Act encompasses 134 Sections from S. 57 to S. 191, that comprehensively deal with all issues connected with wills and codicils, and the making and enforcing of the same, including capacity to make a will, formalities needed for wills, bequests which can be validly made etc.Conclusion And SuggestionsIt has been argued by several prominent Christian lawyers and legal writers that âlaws with regard to touchy issues like succession, etc. should reflect customs and practices for their acceptance and sustenance.â While the improvements introduced by the Indian Succession Act, 1925 with regard to womenâs property rights have been welcomed, since âthe majority of Christians do not seem to be opposed to giving equal share to women in the matter of intestate succession,â there is also a faint vein of resentment with regard to the total repeal of the Travancore Christian Succession Act 1792 since it was considered to be an overall well-balanced legislation.As these problems are still alive, it has become necessary to look for some solutions in the constitutional context. âWhile in view of [the] distinction between legislative and judicial functions, the legislature cannot by a bare decision, without more, directly overrule, reverse or override a judicial decision, it may at any time in exercise of the plenary powers conferred on it by Articles 245 and 246 of the Constitution render a judicial decision ineffective by enacting a valid law on a topic within its legislative field fundamentally altering or changing with retrospective, curative, or neutralising effect the conditions on which such decision is based.â With this in mind, the Travancore-Cochin Christian Succession (Revival and Validation) Bill, 1996 was put forth. Unfortunately, all it looked to was a rehashing of the earlier law, and not an arrangement for the validation of past transactions, which is in fact more significant.Indian Christians number more than 2,00,00,000 â two crores â of the population of this country. It is important that their rights and wishes be considered with regard to application of laws to their community."
"My brother is staying in my parents home, he is alcoholic and abusive, this incidences is going on from past 12 years, so we have decided to evict him from our home, parents own the home and we have collected evidence of his abusive behaviour, parents are senior citizens, so what are the steps to evict him( Mysore, Karnataka )","Dear Client, the parents has right to live peacefully without abuse which is enumerated in the constitution as right to life and personal liberty. The primary objective of the Maintenance and Welfare of Parents and Senior Citizens Act, 2007 is to ensure that senior citizens can live peacefully in their own homes. Under the said act parents can evict the abusive son from their property."
"My grandpa is missing since 4years,  his age is 77 years and he had slight memory loss issue, and we tried to search for him about 1year and this all happened durin covid time.
Now the concern is his property all transferred into his childrens and for that they have created fake death certificate that he died due to covid. 
But reality is he is missing.

So is it possible to take legal action on it(as anonymous)? If so then what penalty they  may get?( Hyderabad, Telangana )","Dear Client,An anonymous complaint is neither permissible nor acceptable in a Court of law. A complainant has to prove his complaint against the O P before the Court. Whistle Blowers Protection Act, 2015 is an Act of the Parliament of India that provides a mechanism to investigate alleged corruption and misuse of power by public servants and also protects anyone who exposes alleged wrongdoing in government bodies, projects, and offices. The wrongdoing might take the form of fraud, corruption or mismanagement. Every complaint has to include the identity of the complainant. The Act prescribes penalties for knowingly making false complaints. So, following the provision of said Act, you can make a complaint against the persons who are involved in the crime of making a fake document for ulterior motives."
"my husband earns double then me and still asking my full salary for the house maintenance not evening giving 2k for my pocket money( Bangalore, Karnataka )","Dear Client,Your query requires more details to address it suitably. You uploaded a query to our portal explaining your personal problem and seeking no legal remedy that requires a cause of action and entitled you to seek maintenance from the husband. So, revert to us with more details and a cause of action."
"I am 23 year old and I am staying in Bangalore. My father is no more and my mother is forcing me to come back. She is promising me that she will allow me to work, she will not force me to get married but I can't trust her as she is so contradicting. She keeps on abusing me and she along with her son tries to beat me when I use to go for semester break. I don't want to go back, please help me.( Bangalore, Karnataka )",Dear madamWhen you are comfortable in Bangalore you need not go there. You are inviting unnecessary problem if you return back. Take wise decision as you attained the age of majority.
"Sunitha kuttan visited my house today from mahila takrar nivaran kendra and humilate me by showing my personal life in front of my family, she spy me I don't know for what, she threaten me. Is mahila takrar nivaran kendra has such rights( Thane, Maharashtra )","Dear Client,Someone affiliated with such a center should not tarnish your image. If it appears that the powers granted by law are being misused, you have the right to file a complaint with higher authorities. Lodge a complaint to the relevant authorities, detailing the situation, and try to stay calm and composed during the process. This step will help address the issue and ensure that the proper authorities are made aware of any potential misuse of powers."
"Which are the Advocates dealing in ancestral property settlement  in Vasco( South Goa, Goa )","Dear Sir,You may check online or approach bar association of your local Court and get to know about the credentials of such Senior Advocates practicing in civil matters."
"Me and my Girl are from different faith. She is just 20 and she is constantly being forced by her mom to get married. She has been denying it on it multiple times, and still there is a talk constantly whenever there are relatives in their home asking to find a groom. We feel so stressed about it. We are firm to get settled and complete our studies first of all. We were pushed to think about this however. We have been seeing about the Special Marriage Act. We got to see that there is a procedure of sticking notice on the board of the registrar office. We see no point in that, that there involves a community who would potentially make problem out of it. We are seeking help, and some advice from experts about the options we have got, which would help us be in peace and focus on our career, and get into a married life peacefully.( Coimbatore, Tamil Nadu )","Dear Client,Any couple wanting to marry under Section 5 of the Spl. Marriage Act,  should notify the marriage officer in the district where at least one of the two has lived for at least 30 days. Further, you can inform your plights to the Chairperson, National Women Commission( Email::ncw[at]nic[dot]in, Complaint & Investigation Cell:: complaintcell-ncw[at]nic[dot]in or State Women Commission and Chairperson, National Human Rights Commission online at (https://nhrc.nic.in/complaints/complaints/how-to-file-a-complaints). Being a mature and educated woman you need to take suitable and well-informed action to redress your plights to make your life happier and secure."
"Is my sister daughter considered as family member and if yes, then what is the rate of stampduty and if not what is the rate of stamp duty?( Bangalore, Karnataka )","Dear Sir,You have to check with Sub-Registrar office the definition of family. As per my knowledge she does not come within the definition of family and accordingly you have to pay the stamp duty."
"I am a 23 -year of working professional ,interning at a great firm. I have scored really well in my school and secured first class in my college. However,ever since I was 10 years old,my father started comparing me with my cousins ,even those who already have kids my age ,stating minute factors like brushing my teeth is wrong that's why I am not successful in my life and I will continue to do so even after this. He holds a grudge against me and my mother because I have studied a subject I am really passionate about(EEE) but he is not. He wanted me to be one among the millions joining it companies just because I  will get more money and settle soon. He doesn't even look at the hardships I face and always finds a way to corner me and my mother,just because of this. I understand he has an inferiority complex,since my mother is the breadwinner and he stopped earning due to his laziness,but I can only handle to a certain extent. He's so regressive he orders both of us and throws tantrums if we don't follow and I hate it because he's not letting us live our lives and doesn't give us privacy. I feel like he's giving me the evil eye. I don't want him involved in my life again. Please tell me how to overcome it( Chennai, Tamil Nadu )","Dear Madam,If your mother is supporting you then yourself and your mother stay separately and take restraint order against your father entering into your new house. Otherwise you may stay away from the family after getting clearance from your parents by issuing legal notice or intimate them you choose to stay away and they should not interfere into your private life anymore since you are major."
"I WAN TO TAKE REVENGE ON MY HUSBAND WHO CHEATED ON ME. I AM A MUSLIM WOMAN, I AM WAITING FOR UCC LAW FOR MULSIM POLYGAMY. MY QUESTION IS CAN I FILE A CASE AGAINST MY HUSBAND WHO HAS MULTIPLE WIVES? SHOULD I WAIT FOR THE UCC IMPLEMENTATION OR CAN I FILE THE CASE RIGHT AWAY?( Chennai, Tamil Nadu )","Dear Client,This law validates polygamy for Muslim men in India. A Muslim man can legally have up to 4 wives at a time, as granted by the Quran. However, he must have the capacity to treat all wives equally and justly. If not, the aggrieved wife can seek divorce under the Dissolution of Muslim Marriages Act, 1939. Reach out to an Advocate for guidance and steps."
"i didnot intrested in engineering but my parents joined me but i said my dreams to my parents they did not accepting i want to go to aboard for my dream course to study what i should do( Hyderabad, Telangana )","Dear Client,It seems like you are seeking career counseling to help identify the right career path based on your attributes and interests. Consider reaching out to a certified Career Counselor who can provide personalized guidance. When discussing your career goals with your parents, approach the conversation with patience and diligence. Clearly communicate your aims and objectives in pursuing your dream course, emphasizing the potential benefits and alignment with your passions. This thoughtful approach may help in convincing your parents and gaining their support for your chosen career path."
"I and my husband not living together from past 2years he has send me legal notice of RCR through advocate on Oct 2023   I have replied to his notice on Nov 2023 he has filed   RCR in court got to my notice through his advocate showing the status as await report what does that mean( Hyderabad, Telangana )","Dear Sir,You have to physically check the file so that know the actual status of the case. You should not believe the online narrations which are very brief."
"I'm 22 in India UP want to run away from my parents they are not letting me study further and so toxic and abusive? I have a job . If they reach police & find me and handover to parents? My parents are dangerous they will kill me after finding me . Please tell me what steps should I take so that no one is blamed for kidnapping me nor do the police trace and disclose my location to my family.( Ghaziabad, Uttar Pradesh )","Dear Client,If you are facing continuous threats to your safety, mental and physical harassment within your home, and you are an economically independent adult, there are several steps you can take to seek assistance and ensure your well-being:1. Contact a Social Worker or NGO:- Reach out to a social worker or a non-governmental organization (NGO) that provides dedicated services to individuals facing crisis situations. They can offer support and guidance to help you navigate through the difficulties.2. Explore Economic Independence:- Since you are economically independent and believe you can manage outside without family support, consider taking steps towards living independently and pursuing the destiny of your choice.3. File a Complaint under PWDV Act, 2005 (Sec.12):- If the harassment persists, you have the right to file a complaint against your family under Section 12 of the Protection of Women from Domestic Violence (PWDV) Act, 2005.4. Contact National and State Human Rights Commissions:- Lodge a complaint online with the National Human Rights Commission (NHRC) and the State Human Rights Commission. You can also email the National Commission for Women at[emailÂ protected]or file an online complaint.5. Seek Assistance from State Commission for Women and NGOs:- Approach the State Commission for Women in your state for assistance. Additionally, reach out to NGOs that specialize in providing dedicated services to women in distress.Remember, your safety and well-being are of utmost importance. Seeking help from relevant authorities and organizations can provide the support and protection you need in challenging situations."
"How can file bigamy case as this is right time to take revenge on my husband who got married secretly on 2022. My marriage held on 1999 and I have two major children. He is paying maintenance and all. But I can't accept his second marriage as it hurt me too much. Provide me the help how to start this procedures for putting my husband in Jail.( Chennai, Tamil Nadu )","Dear Client,A Muslim man can legally have up to 4 wives at a time, as granted by the Quran. However, he must have the capacity to treat all wives equally and justly. In your case, when your husband pays you maintenance and meets your other necessities, your claim for divorce under the Dissolution of Muslim Marriages Act, 1939 is not maintainable. Reach out to an Advocate for further guidance and steps."
