sample_id,question,chain_q_orig,chain_q_extended,retrieved_q1,retrieved_q2,retrieved_q3,answer_ref,answer_pred,bleu4_sample,cosine_sim_sample,rouge1,rouge2,rougel,meteor,bleu4,bleu1,bleu2,bleu3,bleu_bp,chrf,cosine_sim,cosine_sim_med,bertscore
16,"Hi There,

I need a suggestion and help in my case.

Long back in 2006 I left India and a case was registered again me and my family. After a long battle case was in our favor but I didn't come because of fear.

Now I'm doing well and wants to come to India to set-up my business here. I need the OCI and for that I have sent the expired Indian passport to embassy. Later it was told that my passport was impounded by Gurgaon police. Now I'm not sure how could I proceed in this case.
Case is already closed but I was not there and that girl took the divorce and got married.
Questions:
1. How could I proceed this issue ?
2. How could I get the clearance from the local police (Gurgaon) so that I could get the OCI ?

Please suggest.
Regards,
Manu( Gurgaon, Haryana )",HMA_13 → HMA_13B → HMA_14 → CRPC_362,"HMA_13 → HMA_13B → HMA_14 → CRPC_362 → divorce → PROC_DIVORCE_MUTUAL_CONSENT → Code of Criminal Procedure, 1973 → Hindu Marriage Act, 1955","I just want to ask that is it possible that marriage between girl and  father's sisiter son.. having same Grand Mother and Grand Father . 
                  G.M & G.F 
                        / \
     Wife &Son.    Daughter & Husband 
                 |.                   |
         Girl                    Boy 
 I am Hindu ..
Is it come under sapinda relationship  ? 
Can we get marriage certificate in this case ?? 
In Future any problems?( Amrawati, Maharashtra )","I am a HIndu. In Sec 125 maintenance case Principal Judge Family Court passed an order to pay Rs. 16000/- (sixteen thousand) per month to wife from the date of application and the order passed after 03 years 03 months. Hence more than Six lakhs Rupees I have to pay within one month to my wife as per order of Family Court and practically it is not possible for me to pay this much huge amount at once. Though I am going to appeal in high court but I don't know what decision will be given by high court. My question is - Is it possible that I can pay this amount in installments. Does family court permit me to pay in installments as I am not having this much huge amount with me.( Jamnagar, Gujarat )","I'm sai from andhrapradesh my age 27 I'm loving a girl age 25 she is form Tamilnadu. For my side my parents accept. But her parents or not at all listening what we are telling  and her parents are torturing that girl.We are now without any problem from her parents How to marry please help me sir( Guntur, Andhra Pradesh )","Dear client,Your case has been closed and five years have been passed. And if you have such documents from court of about ur case is closed long back , then you may apply for fresh. If you need to discuss then,  u need to have consultancy by paying fees for proper legal discussion.Thanks","The most important legal point is to address the impounded passport issue. Since the case against you was resolved in your favor, you should apply for a ""No Objection Certificate"" (NOC) from the Gurgaon police to clear any records related to the impoundment. Under the Code of Criminal Procedure, 1973, you may also file an application with the court that handled your case to get an official order confirming the case's closure, which can aid in obtaining the NOC.

To proceed, contact the Gurgaon police station and request the specific reasons for the passport impoundment. Then, submit an application to the police for the release of the passport, including any court orders or documents proving the case's closure. Once you obtain the NOC, you can use it to apply for the Overseas Citizen of India (OCI) card.",1.0065,41.3191,18.2752,3.5193,16.4545,20.0023,2.7434,18.3883,3.9393,1.3194,1.0,23.5538,50.0805,53.6866,84.0772
17,"Dear sir/Madam

I am 41 year old women having 2 sister-in-law and in laws. I am taking care of my husband's parents since from last 18 years. Now from past 5 years i have lots of differences with my mother in law because of this I am in stress on daily basis. The property amoung 3 brothers has been divided 22 years back itself. 

initially i and my husband accepted that my inlaws will stay with us but they are not recognizing my effort of look after them. we told them if they are not ready to recognize us then stay parallelly with other two sons, for them this also not acceptable. My father in laws says that he born and brought up here so he wont leave his house (the house is mutated to my husband at the time of division). This created a lots of gap between my family and with in laws. Other two sons family are also not ready to take care their parent atleast for few months But they only tranfer money to his fathers account and evaded from the responsibilites of taking care of their parents

Because of these development I am facing lots of stress due this I am continously emotional pain in my heart area and I may fear it could escalate to other major problem. I consulted psychiatrist they have give the some medicines to control the stress but my real stress is caused because of my sister in law and their family who lure with money to my in laws.

Now I have taken lots of stress and lost lot of health because of this I am continuosly under moniter and homopathic medicine to maintain my body health. Becasue of my health condition i am my husband decided to move out of this house. 

We are facing this unnecessary problem because of I feel the conspiracy from all the members from all in laws now I want my compensation from the 2 sister in laws and their respective husband for the detirioted health and stress which i took from last 18 years. In contrary they enjoying their life without the responsibility of their inlaws 

can you please guide what me options I do have in law or in the National Commission for Women Act or in DVA or in Equal Remuneration Act

I am sharing my husbands phone number is registration feel free to share your number to him( Shimoga, Karnataka )",HMA_24 → HMA_25 → CRPC_125 → CRPC_128,"HMA_24 → HMA_25 → CRPC_125 → CRPC_128 → maintenance → PROC_LEGAL_AID_ACCESS → Hindu Marriage Act, 1955 → Code of Criminal Procedure, 1973","I just want to ask that is it possible that marriage between girl and  father's sisiter son.. having same Grand Mother and Grand Father . 
                  G.M & G.F 
                        / \
     Wife &Son.    Daughter & Husband 
                 |.                   |
         Girl                    Boy 
 I am Hindu ..
Is it come under sapinda relationship  ? 
Can we get marriage certificate in this case ?? 
In Future any problems?( Amrawati, Maharashtra )","I'm sai from andhrapradesh my age 27 I'm loving a girl age 25 she is form Tamilnadu. For my side my parents accept. But her parents or not at all listening what we are telling  and her parents are torturing that girl.We are now without any problem from her parents How to marry please help me sir( Guntur, Andhra Pradesh )","My Aunty is a widow ,she was having two sons , one was unmarried and expired in an railway accident, another son got married 3 years back and got expired last year in COVID ( after 3 years of marriage). We supporting aunty from may years as she became widow when her kids were small, we also supported her for job of her younger son and his marriage. My auntys daughter in law was pregnant when her younger son expired so she took my aunt along with her to her mother's place saying that both will leave together there, after going to her mother's place she aborted her child saying that it was dead, ( she was 3&1/2 month pregnant) . Then she came to their house at Mumbai and took all originals documents of her husband, ration card, property documents , scooty which was on her husband's name and all other valuable assets like his laptop, gold along with her. Through net banking she withdrawn all investments of her husband. She is saying that she put fd in bank with her name and her mother in law is nominee their... After she aborted her child , my aunty felt uncomfortable there so she went to her sister's place. Here I want to mention that my aunty is 62 years old, she is handicap from birth, her right hand is not moving so she needs help of any one to do her activities... Now few days back we came to know that their Building at Mumbai is going for redevelopment, for which we need the documents of property, since she use to visit my aunt's brother in law's place we told her to carry all original documents with her and gold of my aunty, she brought half gold which was of my aunty, all gold of her, her husband & gold received in a gift she kept with her also she has not bring the original documents and was avoiding our request of original documents.... now here since the building was going for redevelopment builder told her to vacant her house, we consulted brother in law of aunty where to shift the  her house holds , they told us you ask her ( my aunty) that where does she wants to stay if she is comfortable in staying with her sister you can shift her house hold items there.. then we took one room on rent near her sister to keep her house holds. When her daughter in law came to know about this she abused us over a call and told us who said you to touch her articles... Also we told her to bring all originals and you can take your articles , but she is not ready to listen and asking us to come to her mother's place to collect the documents, aunty's brother in law's supports us but no one is ready to go to her daughter in law's place to collect the documents.. now they are calling us and saying that they wants their articles otherwise they will do police complain against us... Request your help us to understand whether my aunty can take any action against her ,can it be happen without going to court as she is already  disturbed with her son's death and we don't want her to take more tensions..( Thane, Maharashtra )",sorry you need to ask the contact in paid sections only as it is not allowed here,"The primary legal issue here is whether you can claim compensation for stress and health deterioration caused by familial obligations. Under Indian law, there is no specific statute that provides for compensation in such personal family matters. The Domestic Violence Act, 2005, addresses protection from domestic abuse but does not cover compensation for stress due to family dynamics unless abuse is involved.

You cannot legally compel your sisters-in-law or their husbands to compensate you for the stress caused by taking care of your in-laws. However, you can explore mediation or family counseling to address these familial issues. If there is any form of abuse or harassment, consider filing a complaint under the Domestic Violence Act for protection orders.",0.4511,14.6778,18.2752,3.5193,16.4545,20.0023,2.7434,18.3883,3.9393,1.3194,1.0,23.5538,50.0805,53.6866,84.0772
18,"I would like to marry a girl who is a divorcee.. but her parents are not accepting because of caste issues.. her divorce decree is with her parents and not accepting us...please help me whether if I can deal with this without decree...?( Hyderabad, Telangana )",HMA_13 → HMA_13B → HMA_14 → CRPC_362,"HMA_13 → HMA_13B → HMA_14 → CRPC_362 → divorce → PROC_DIVORCE_MUTUAL_CONSENT → Code of Criminal Procedure, 1973 → Hindu Marriage Act, 1955","I just want to ask that is it possible that marriage between girl and  father's sisiter son.. having same Grand Mother and Grand Father . 
                  G.M & G.F 
                        / \
     Wife &Son.    Daughter & Husband 
                 |.                   |
         Girl                    Boy 
 I am Hindu ..
Is it come under sapinda relationship  ? 
Can we get marriage certificate in this case ?? 
In Future any problems?( Amrawati, Maharashtra )","I am a HIndu. In Sec 125 maintenance case Principal Judge Family Court passed an order to pay Rs. 16000/- (sixteen thousand) per month to wife from the date of application and the order passed after 03 years 03 months. Hence more than Six lakhs Rupees I have to pay within one month to my wife as per order of Family Court and practically it is not possible for me to pay this much huge amount at once. Though I am going to appeal in high court but I don't know what decision will be given by high court. My question is - Is it possible that I can pay this amount in installments. Does family court permit me to pay in installments as I am not having this much huge amount with me.( Jamnagar, Gujarat )","Can we send legal notice reg 'No future engagements will be done by both parties' reg marriage from both sides after future engagements were called off on phone from our side? Please suggest as it is being considered as a necessary document by the new family ( be it a formality) and for me to move on in life.( South West Delhi, Delhi )",You have not said whether that girl likes to marry you.,"Under the Hindu Marriage Act, 1955, a person who is divorced is free to remarry, provided the divorce is legally finalized. The divorce decree is a crucial document that legally confirms the dissolution of the previous marriage. Without this decree, the marriage could be considered invalid under Section 5 of the Hindu Marriage Act, which requires that neither party has a spouse living at the time of the marriage.

To proceed, the girl should obtain a certified copy of the divorce decree from the court where the divorce was granted. This can be done by applying to the court for a certified copy if she does not have access to the original. Once the decree is obtained, you can legally register your marriage without parental consent, as parental approval is not a legal requirement for marriage under Indian law.",0.3796,37.7943,18.2752,3.5193,16.4545,20.0023,2.7434,18.3883,3.9393,1.3194,1.0,23.5538,50.0805,53.6866,84.0772
19,"I am 26 years old now. I have got engaged to a girl who as 18 years old now. Which is legal as of now. We are practicing Islam. This engagement has happened with the mutual acceptance of both of us and our families without any force by any means. Now the government is planning to increase the minimum age of marriage of a women from 18 to 21. We want to get married in a few months. What are the possibilities to make our marriage legal, even after the amendment bill has been passed in the parliament. Thanks in advance for everyone who is replying for my query.( Kanyakumari, Tamil Nadu )","DP_3 → CCS_54 → Protection of Women from Domestic Violence Act, 2005 → PROC_DIVORCE_MUTUAL_CONSENT","DP_3 → CCS_54 → Protection of Women from Domestic Violence Act, 2005 → PROC_DIVORCE_MUTUAL_CONSENT → PROC_DOWRY_HARASSMENT → dowry_harassment → PROC_INHERITANCE_SUCCESSION → CCS (Pension) Rules, 1972","I just want to ask that is it possible that marriage between girl and  father's sisiter son.. having same Grand Mother and Grand Father . 
                  G.M & G.F 
                        / \
     Wife &Son.    Daughter & Husband 
                 |.                   |
         Girl                    Boy 
 I am Hindu ..
Is it come under sapinda relationship  ? 
Can we get marriage certificate in this case ?? 
In Future any problems?( Amrawati, Maharashtra )","I am a HIndu. In Sec 125 maintenance case Principal Judge Family Court passed an order to pay Rs. 16000/- (sixteen thousand) per month to wife from the date of application and the order passed after 03 years 03 months. Hence more than Six lakhs Rupees I have to pay within one month to my wife as per order of Family Court and practically it is not possible for me to pay this much huge amount at once. Though I am going to appeal in high court but I don't know what decision will be given by high court. My question is - Is it possible that I can pay this amount in installments. Does family court permit me to pay in installments as I am not having this much huge amount with me.( Jamnagar, Gujarat )","I'm sai from andhrapradesh my age 27 I'm loving a girl age 25 she is form Tamilnadu. For my side my parents accept. But her parents or not at all listening what we are telling  and her parents are torturing that girl.We are now without any problem from her parents How to marry please help me sir( Guntur, Andhra Pradesh )","Dear client,You have not got married yet, but in islam , when a girl starts ger first mensuration she can marry . While there is law against child marriage at present as you have said 18 ys. for girl and presently government is planning to  fix 21yrs fort the girl. Which has not been implemented and legislated yet . Hence, you can di aaoon as possible . Nothing would be illegal. Thanks","Under current Indian law, the legal age for marriage is 18 for women and 21 for men, as per the Prohibition of Child Marriage Act, 2006. If the proposed amendment to raise the minimum age for women to 21 is enacted before your planned marriage, you must comply with the new legal requirements. Until the law changes, you can legally marry once the girl turns 18. 

To ensure your marriage remains valid, monitor the legislative process closely. If the amendment passes, consider marrying before it takes effect or wait until both parties meet the new age requirement.",2.2787,72.1729,18.2752,3.5193,16.4545,20.0023,2.7434,18.3883,3.9393,1.3194,1.0,23.5538,50.0805,53.6866,84.0772
20,"meri patni bahut gussa wali hai house wife hai,har cchooti moti baat par wo mujhse jhagda karti hai aur hinsa par utaru ho jaati hai,kabhi gusssa me mujhse bhi kuch galat na ho jaye iske liye mujhe kya kya sawdhani baratani chaiye, maine pure ghar par camera lagwa diya hai taaki uski saari baate recording hoti rahe...mera ek beta hai 11 saal ka hai.sath me meri maa bhi rahti hai jiski bhi wo izzat nahi karti hai...aur unse bhi jhagda karti hai, uske bure bartaw ke chalte beta ka bhi school se complain aane laga hai..kya karu( Jamshedpur, Jharkhand )",HMA_13 → HMA_13B → HMA_14 → CRPC_362,"HMA_13 → HMA_13B → HMA_14 → CRPC_362 → divorce → PROC_DIVORCE_MUTUAL_CONSENT → Code of Criminal Procedure, 1973 → Hindu Marriage Act, 1955","I just want to ask that is it possible that marriage between girl and  father's sisiter son.. having same Grand Mother and Grand Father . 
                  G.M & G.F 
                        / \
     Wife &Son.    Daughter & Husband 
                 |.                   |
         Girl                    Boy 
 I am Hindu ..
Is it come under sapinda relationship  ? 
Can we get marriage certificate in this case ?? 
In Future any problems?( Amrawati, Maharashtra )","I am a HIndu. In Sec 125 maintenance case Principal Judge Family Court passed an order to pay Rs. 16000/- (sixteen thousand) per month to wife from the date of application and the order passed after 03 years 03 months. Hence more than Six lakhs Rupees I have to pay within one month to my wife as per order of Family Court and practically it is not possible for me to pay this much huge amount at once. Though I am going to appeal in high court but I don't know what decision will be given by high court. My question is - Is it possible that I can pay this amount in installments. Does family court permit me to pay in installments as I am not having this much huge amount with me.( Jamnagar, Gujarat )","I'm sai from andhrapradesh my age 27 I'm loving a girl age 25 she is form Tamilnadu. For my side my parents accept. But her parents or not at all listening what we are telling  and her parents are torturing that girl.We are now without any problem from her parents How to marry please help me sir( Guntur, Andhra Pradesh )",Either to adjust or file divorce.If my answer is helpful to you then please give my FIVE STAR,"Under the Protection of Women from Domestic Violence Act, 2005, domestic violence includes emotional abuse, which can be pertinent in your situation. However, to protect yourself legally and ensure no false allegations are made against you, maintaining evidence like camera recordings is prudent. Legally, you cannot retaliate with violence, as this could lead to criminal charges under the Indian Penal Code.

Consider seeking a family counselor or mediator to address the behavioral issues and improve family dynamics. If the situation escalates or becomes unbearable, you may also consider filing for judicial separation under the Hindu Marriage Act, 1955, while ensuring the welfare of your child is prioritized.",0.8027,41.9245,18.2752,3.5193,16.4545,20.0023,2.7434,18.3883,3.9393,1.3194,1.0,23.5538,50.0805,53.6866,84.0772
21,"My sister is not giving my share from our parents property. Paresnts passed away in September 2023. Since then she is staying in that house without paying me 50% rent of that house.( Mumbai suburban, Maharashtra )",HSA_8 → HSA_10 → MWPSC_23 → ISA_37,"HSA_8 → HSA_10 → MWPSC_23 → ISA_37 → PROC_INHERITANCE_SUCCESSION → Indian Succession Act, 1925 → inheritance → Hindu Succession Act, 1956","I just want to ask that is it possible that marriage between girl and  father's sisiter son.. having same Grand Mother and Grand Father . 
                  G.M & G.F 
                        / \
     Wife &Son.    Daughter & Husband 
                 |.                   |
         Girl                    Boy 
 I am Hindu ..
Is it come under sapinda relationship  ? 
Can we get marriage certificate in this case ?? 
In Future any problems?( Amrawati, Maharashtra )","In case, if my mom file complaint to claim for maintenance through crpc 125 and dv act to the magistrate. Just becoz my father has married and settled somewhere with another lady and doesn't look after me and my two lilâ sisters. Then how long does this case run actually and how much expenses will we have in this case? How much of my father salary will we have if he's not dependent?( Maharajganj, Uttar Pradesh )","Can we send legal notice reg 'No future engagements will be done by both parties' reg marriage from both sides after future engagements were called off on phone from our side? Please suggest as it is being considered as a necessary document by the new family ( be it a formality) and for me to move on in life.( South West Delhi, Delhi )","Dear Client,If your parents died intestate (without a will), then you and your sister are equally entitled to the property according to the law of inheritance. You can file a suit before the jurisdictional civil court and seek a partition decree or a declaration under Section 34 of the Specific Relief Act. If required, you can consult an advocate for advice and assistance in the matter.Hope it helps.Thank you.","Under the Hindu Succession Act, 1956, as amended, both sons and daughters have equal rights to inherit their parents' property. If your sister is refusing to give you your rightful share, you can file a suit for partition in the appropriate civil court to legally claim your share of the property. Additionally, you can seek mesne profits, which is compensation for the unauthorized use of your share of the property, such as unpaid rent.

To proceed, gather all relevant documents proving your relationship and your parents' ownership of the property. Consult a local lawyer to file a partition suit and claim mesne profits in the jurisdiction where the property is located.",5.2906,69.9424,18.2752,3.5193,16.4545,20.0023,2.7434,18.3883,3.9393,1.3194,1.0,23.5538,50.0805,53.6866,84.0772
22,"Sir Amaka ai bapare aktu help korun( Hooghly, West Bengal )",child_marriage → adoption → PROC_LEGAL_AID_ACCESS → PROC_MACT_ACCIDENT_CLAIM,child_marriage → adoption → PROC_LEGAL_AID_ACCESS → PROC_MACT_ACCIDENT_CLAIM → Q_670 → bigamy → BNSS_528 → fir,"I just want to ask that is it possible that marriage between girl and  father's sisiter son.. having same Grand Mother and Grand Father . 
                  G.M & G.F 
                        / \
     Wife &Son.    Daughter & Husband 
                 |.                   |
         Girl                    Boy 
 I am Hindu ..
Is it come under sapinda relationship  ? 
Can we get marriage certificate in this case ?? 
In Future any problems?( Amrawati, Maharashtra )","Can we send legal notice reg 'No future engagements will be done by both parties' reg marriage from both sides after future engagements were called off on phone from our side? Please suggest as it is being considered as a necessary document by the new family ( be it a formality) and for me to move on in life.( South West Delhi, Delhi )","In case, if my mom file complaint to claim for maintenance through crpc 125 and dv act to the magistrate. Just becoz my father has married and settled somewhere with another lady and doesn't look after me and my two lilâ sisters. Then how long does this case run actually and how much expenses will we have in this case? How much of my father salary will we have if he's not dependent?( Maharajganj, Uttar Pradesh )",please write in English,"The specific legal issue appears to be related to bigamy, which is prohibited under Section 494 of the Indian Penal Code. Under this statute, marrying again during the lifetime of a spouse is punishable unless the first marriage has been legally dissolved. Legally, a person cannot enter into a second marriage if their first marriage is still valid.

Next steps include verifying the marital status of all parties involved to ensure compliance with the law. If bigamy is suspected, filing a complaint with the local police or seeking a legal injunction to prevent the unlawful marriage may be necessary.",0.0,12.2358,18.2752,3.5193,16.4545,20.0023,2.7434,18.3883,3.9393,1.3194,1.0,23.5538,50.0805,53.6866,84.0772
23,"Having problem with my husband who is not earning and verbally physical abusing.i am working having girl baby who is 6 years old.staying In joint family, my baby is too attached to her grandmother so if I file divorce will she be with me( Cuddalore, Tamil Nadu )",HMA_24 → HMA_25 → CRPC_125 → CRPC_128,"HMA_24 → HMA_25 → CRPC_125 → CRPC_128 → maintenance → PROC_LEGAL_AID_ACCESS → Code of Criminal Procedure, 1973 → PROC_MAINTENANCE_CLAIM","I just want to ask that is it possible that marriage between girl and  father's sisiter son.. having same Grand Mother and Grand Father . 
                  G.M & G.F 
                        / \
     Wife &Son.    Daughter & Husband 
                 |.                   |
         Girl                    Boy 
 I am Hindu ..
Is it come under sapinda relationship  ? 
Can we get marriage certificate in this case ?? 
In Future any problems?( Amrawati, Maharashtra )","Can we send legal notice reg 'No future engagements will be done by both parties' reg marriage from both sides after future engagements were called off on phone from our side? Please suggest as it is being considered as a necessary document by the new family ( be it a formality) and for me to move on in life.( South West Delhi, Delhi )","I am a HIndu. In Sec 125 maintenance case Principal Judge Family Court passed an order to pay Rs. 16000/- (sixteen thousand) per month to wife from the date of application and the order passed after 03 years 03 months. Hence more than Six lakhs Rupees I have to pay within one month to my wife as per order of Family Court and practically it is not possible for me to pay this much huge amount at once. Though I am going to appeal in high court but I don't know what decision will be given by high court. My question is - Is it possible that I can pay this amount in installments. Does family court permit me to pay in installments as I am not having this much huge amount with me.( Jamnagar, Gujarat )","Dear Madam,Even if you get divorce you will get custody of child.","Under the Hindu Minority and Guardianship Act, 1956, the mother is typically considered the natural guardian of a minor child under the age of 5, but in your case, since your daughter is 6, the court will consider the child's welfare as the paramount concern when deciding custody. Given the allegations of abuse and the fact that you are the working parent, you have a strong case for custody, but the court may also consider the child's attachment to her grandmother. 

You can file for divorce on grounds of cruelty under Section 13(1)(ia) of the Hindu Marriage Act, 1955. Additionally, you can seek maintenance for yourself and your daughter under Section 125 of the Code of Criminal Procedure, 1973. As a next step, consult with a family law attorney to file a petition for divorce and request interim custody and maintenance orders.",0.3769,47.6341,18.2752,3.5193,16.4545,20.0023,2.7434,18.3883,3.9393,1.3194,1.0,23.5538,50.0805,53.6866,84.0772
24,"My Mother's sister's daughter has secretly married to a guy who was his brother's friend. There were three persons present in the wedding my mother's sister,her daughter and her son. Somehow,I got to know about it. I have told my family and my family told another family. Now, they are aware that we were the first to reveal about the wedding.In my mother's sister family everyone is kind of freak(suicidal). Now, they are threatening us that if anything happens to their family members(related to any family member suicide) they will sue us.I have a government job that's why we are scare. What are precautions that can be taken before anything goes wrong. Please suggest me( Ranchi, Jharkhand )",CCS_54 → PROC_CHILD_CUSTODY → GITA_HARIHARAN_1999 → PROC_BIGAMY_COMPLAINT,CCS_54 → PROC_CHILD_CUSTODY → GITA_HARIHARAN_1999 → PROC_BIGAMY_COMPLAINT → PROC_INHERITANCE_SUCCESSION → ART_14 → DP_3 → PROC_DOWRY_HARASSMENT,"I just want to ask that is it possible that marriage between girl and  father's sisiter son.. having same Grand Mother and Grand Father . 
                  G.M & G.F 
                        / \
     Wife &Son.    Daughter & Husband 
                 |.                   |
         Girl                    Boy 
 I am Hindu ..
Is it come under sapinda relationship  ? 
Can we get marriage certificate in this case ?? 
In Future any problems?( Amrawati, Maharashtra )","I am a HIndu. In Sec 125 maintenance case Principal Judge Family Court passed an order to pay Rs. 16000/- (sixteen thousand) per month to wife from the date of application and the order passed after 03 years 03 months. Hence more than Six lakhs Rupees I have to pay within one month to my wife as per order of Family Court and practically it is not possible for me to pay this much huge amount at once. Though I am going to appeal in high court but I don't know what decision will be given by high court. My question is - Is it possible that I can pay this amount in installments. Does family court permit me to pay in installments as I am not having this much huge amount with me.( Jamnagar, Gujarat )","My Aunty is a widow ,she was having two sons , one was unmarried and expired in an railway accident, another son got married 3 years back and got expired last year in COVID ( after 3 years of marriage). We supporting aunty from may years as she became widow when her kids were small, we also supported her for job of her younger son and his marriage. My auntys daughter in law was pregnant when her younger son expired so she took my aunt along with her to her mother's place saying that both will leave together there, after going to her mother's place she aborted her child saying that it was dead, ( she was 3&1/2 month pregnant) . Then she came to their house at Mumbai and took all originals documents of her husband, ration card, property documents , scooty which was on her husband's name and all other valuable assets like his laptop, gold along with her. Through net banking she withdrawn all investments of her husband. She is saying that she put fd in bank with her name and her mother in law is nominee their... After she aborted her child , my aunty felt uncomfortable there so she went to her sister's place. Here I want to mention that my aunty is 62 years old, she is handicap from birth, her right hand is not moving so she needs help of any one to do her activities... Now few days back we came to know that their Building at Mumbai is going for redevelopment, for which we need the documents of property, since she use to visit my aunt's brother in law's place we told her to carry all original documents with her and gold of my aunty, she brought half gold which was of my aunty, all gold of her, her husband & gold received in a gift she kept with her also she has not bring the original documents and was avoiding our request of original documents.... now here since the building was going for redevelopment builder told her to vacant her house, we consulted brother in law of aunty where to shift the  her house holds , they told us you ask her ( my aunty) that where does she wants to stay if she is comfortable in staying with her sister you can shift her house hold items there.. then we took one room on rent near her sister to keep her house holds. When her daughter in law came to know about this she abused us over a call and told us who said you to touch her articles... Also we told her to bring all originals and you can take your articles , but she is not ready to listen and asking us to come to her mother's place to collect the documents, aunty's brother in law's supports us but no one is ready to go to her daughter in law's place to collect the documents.. now they are calling us and saying that they wants their articles otherwise they will do police complain against us... Request your help us to understand whether my aunty can take any action against her ,can it be happen without going to court as she is already  disturbed with her son's death and we don't want her to take more tensions..( Thane, Maharashtra )","Dear Sir,Immediately lodge a complaint with police and keep an acknowledgement of such complaint to face future consequences, if any.","The primary legal issue here is the threat of being sued for defamation or abetment to suicide. Under Indian Penal Code Section 499, defamation involves making or publishing any imputation concerning a person intending to harm their reputation. However, truth is a defense if it was made for the public good. Additionally, abetment to suicide under Section 306 IPC requires a direct act of instigation or aiding the suicide.

To protect yourself, document all communications with the family and avoid any further discussions or actions that could be perceived as harassment or instigation. If threats continue, consider filing a police complaint to document the harassment and seek legal protection. Consulting with a local attorney for personalized advice and potential legal actions is advisable.",0.829,43.7254,18.2752,3.5193,16.4545,20.0023,2.7434,18.3883,3.9393,1.3194,1.0,23.5538,50.0805,53.6866,84.0772
25,"For Proving adultery are these sufficient for divorce :-  

1) His Whats app chat Export files mentioning visit to lodge  or extensive sexual message exchanges happening at late night hours   

2) A Notorised Affidavit done by spouse as confession and admission

3) A self handwritten letter confession letter of his extramarital relations 

4) Pics  of his girlfriend found on her mobile and email( East Delhi, Delhi )",HMA_13 → HMA_13B → HMA_14 → CRPC_362,"HMA_13 → HMA_13B → HMA_14 → CRPC_362 → divorce → PROC_DIVORCE_MUTUAL_CONSENT → Code of Criminal Procedure, 1973 → Hindu Marriage Act, 1955","I just want to ask that is it possible that marriage between girl and  father's sisiter son.. having same Grand Mother and Grand Father . 
                  G.M & G.F 
                        / \
     Wife &Son.    Daughter & Husband 
                 |.                   |
         Girl                    Boy 
 I am Hindu ..
Is it come under sapinda relationship  ? 
Can we get marriage certificate in this case ?? 
In Future any problems?( Amrawati, Maharashtra )","I am a HIndu. In Sec 125 maintenance case Principal Judge Family Court passed an order to pay Rs. 16000/- (sixteen thousand) per month to wife from the date of application and the order passed after 03 years 03 months. Hence more than Six lakhs Rupees I have to pay within one month to my wife as per order of Family Court and practically it is not possible for me to pay this much huge amount at once. Though I am going to appeal in high court but I don't know what decision will be given by high court. My question is - Is it possible that I can pay this amount in installments. Does family court permit me to pay in installments as I am not having this much huge amount with me.( Jamnagar, Gujarat )","My Aunty is a widow ,she was having two sons , one was unmarried and expired in an railway accident, another son got married 3 years back and got expired last year in COVID ( after 3 years of marriage). We supporting aunty from may years as she became widow when her kids were small, we also supported her for job of her younger son and his marriage. My auntys daughter in law was pregnant when her younger son expired so she took my aunt along with her to her mother's place saying that both will leave together there, after going to her mother's place she aborted her child saying that it was dead, ( she was 3&1/2 month pregnant) . Then she came to their house at Mumbai and took all originals documents of her husband, ration card, property documents , scooty which was on her husband's name and all other valuable assets like his laptop, gold along with her. Through net banking she withdrawn all investments of her husband. She is saying that she put fd in bank with her name and her mother in law is nominee their... After she aborted her child , my aunty felt uncomfortable there so she went to her sister's place. Here I want to mention that my aunty is 62 years old, she is handicap from birth, her right hand is not moving so she needs help of any one to do her activities... Now few days back we came to know that their Building at Mumbai is going for redevelopment, for which we need the documents of property, since she use to visit my aunt's brother in law's place we told her to carry all original documents with her and gold of my aunty, she brought half gold which was of my aunty, all gold of her, her husband & gold received in a gift she kept with her also she has not bring the original documents and was avoiding our request of original documents.... now here since the building was going for redevelopment builder told her to vacant her house, we consulted brother in law of aunty where to shift the  her house holds , they told us you ask her ( my aunty) that where does she wants to stay if she is comfortable in staying with her sister you can shift her house hold items there.. then we took one room on rent near her sister to keep her house holds. When her daughter in law came to know about this she abused us over a call and told us who said you to touch her articles... Also we told her to bring all originals and you can take your articles , but she is not ready to listen and asking us to come to her mother's place to collect the documents, aunty's brother in law's supports us but no one is ready to go to her daughter in law's place to collect the documents.. now they are calling us and saying that they wants their articles otherwise they will do police complain against us... Request your help us to understand whether my aunty can take any action against her ,can it be happen without going to court as she is already  disturbed with her son's death and we don't want her to take more tensions..( Thane, Maharashtra )","1, 2, 3, 4 - Not enough","Under the Hindu Marriage Act, 1955, adultery is a valid ground for divorce. The evidence you have, including WhatsApp chats, a notarized affidavit, a handwritten confession, and pictures, can be compelling in proving adultery. However, the court will evaluate the credibility and admissibility of this evidence, as electronic evidence must comply with the Indian Evidence Act, particularly Section 65B regarding electronic records.

To proceed, file a petition for divorce citing Section 13(1)(i) of the Hindu Marriage Act. Ensure that all electronic evidence is accompanied by a Section 65B certificate to be admissible in court. Consider consulting a local attorney to ensure all procedural requirements are met and to represent your interests effectively in court.",0.369,-0.4715,18.2752,3.5193,16.4545,20.0023,2.7434,18.3883,3.9393,1.3194,1.0,23.5538,50.0805,53.6866,84.0772
