source,target,attributes
ERA_16,ERA,{'type': 'BELONGS_TO'}
ERA_17,ERA,{'type': 'BELONGS_TO'}
ERA_18,ERA,{'type': 'BELONGS_TO'}
CLA_10,Contract Labour Act 1970,{'type': 'BELONGS_TO'}
CLA_10,contract_labour,{'type': 'DEFINES'}
EPF_6,Employees Provident Fund Act 1952,{'type': 'BELONGS_TO'}
EPF_6,provident_fund,{'type': 'DEFINES'}
EPF_6,PROC_PF_COMPLAINT,{'type': 'LEADS_TO'}
EPF_7D,Employees Provident Fund Act 1952,{'type': 'BELONGS_TO'}
EPF_7D,labour_court,{'type': 'DEFINES'}
EPF_12,Employees Provident Fund Act 1952,{'type': 'BELONGS_TO'}
EPF_12,wages,{'type': 'DEFINES'}
ECA_3,ECA,{'type': 'BELONGS_TO'}
FA_27,Factories Act 1948,{'type': 'BELONGS_TO'}
FA_59,Factories Act 1948,{'type': 'BELONGS_TO'}
FA_59,overtime,{'type': 'DEFINES'}
FA_59,PROC_OVERTIME_CLAIM,{'type': 'LEADS_TO'}
FA_79,Factories Act 1948,{'type': 'BELONGS_TO'}
FA_79,leave,{'type': 'DEFINES'}
ESI_1,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_2,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_2,esi,{'type': 'DEFINES'}
ESI_2A,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_2A,esi,{'type': 'DEFINES'}
ESI_3,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_4,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_5,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_6,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_7,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_8,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_9,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_10,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_10,esi,{'type': 'DEFINES'}
ESI_11,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_12,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_13,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_14,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_15,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_16,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_17,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_18,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_19,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_20,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_20,esi,{'type': 'DEFINES'}
ESI_21,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_22,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_22,esi,{'type': 'DEFINES'}
ESI_23,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_24,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_25,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_25,esi,{'type': 'DEFINES'}
ESI_26,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_27,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_28,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_28A,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_29,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_30,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_31,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_32,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_33,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_34,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_35,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_36,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_37,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_38,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_39,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_40,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_40,esi,{'type': 'DEFINES'}
ESI_40,PROC_ESI_CLAIM,{'type': 'LEADS_TO'}
ESI_41,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_42,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_43,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_44,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_45,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_45A,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_45B,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_45C,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_45E,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_45F,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_45G,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_45H,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_46,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_46,esi,{'type': 'DEFINES'}
ESI_46,PROC_ESI_CLAIM,{'type': 'LEADS_TO'}
ESI_47,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_48,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_49,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_49,esi,{'type': 'DEFINES'}
ESI_50,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_50,maternity,{'type': 'DEFINES'}
ESI_51,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_51,esi,{'type': 'DEFINES'}
ESI_51,compensation,{'type': 'DEFINES'}
ESI_51,PROC_ESI_CLAIM,{'type': 'LEADS_TO'}
ESI_51A,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_51B,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_51C,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_51D,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_51E,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_52,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_52A,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_53,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_54,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_54A,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_55,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_55,labour_court,{'type': 'DEFINES'}
ESI_55A,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_56,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_56,esi,{'type': 'DEFINES'}
ESI_57,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_57,esi,{'type': 'DEFINES'}
ESI_58,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_59,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_59A,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_59A,esi,{'type': 'DEFINES'}
ESI_59B,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_60,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_61,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_62,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_63,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_64,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_65,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_66,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_67,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_68,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_69,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_69,esi,{'type': 'DEFINES'}
ESI_70,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_71,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_72,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_72,wages,{'type': 'DEFINES'}
ESI_73,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_73,esi,{'type': 'DEFINES'}
ESI_73,wrongful_termination,{'type': 'DEFINES'}
ESI_73,PROC_ESI_CLAIM,{'type': 'LEADS_TO'}
ESI_73,IDA_2A,"{'type': 'CROSS_REF', 'note': 'Termination during ESI benefit period = deemed industrial dispute'}"
ESI_73A,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_73B,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_73C,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_73D,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_73E,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_73F,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_74,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_75,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_76,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_77,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_78,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_79,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_80,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_81,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_82,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_83,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_84,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_85,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_85A,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_85B,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_85C,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_86,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_86A,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_87,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_88,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_89,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_90,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_91,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_91A,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_91B,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_91C,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_92,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_93,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_93A,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_94,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_94A,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_95,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_96,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_97,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_98,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_99,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_99A,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_100,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
ESI_45D,Employees State Insurance Act 1948,{'type': 'BELONGS_TO'}
SPE_1,SPE,{'type': 'BELONGS_TO'}
SPE_2,SPE,{'type': 'BELONGS_TO'}
SPE_3,SPE,{'type': 'BELONGS_TO'}
SPE_4,SPE,{'type': 'BELONGS_TO'}
SPE_4,leave,{'type': 'DEFINES'}
SPE_5,SPE,{'type': 'BELONGS_TO'}
SPE_6,SPE,{'type': 'BELONGS_TO'}
SPE_7,SPE,{'type': 'BELONGS_TO'}
SPE_8,SPE,{'type': 'BELONGS_TO'}
SPE_9,SPE,{'type': 'BELONGS_TO'}
SPE_10,SPE,{'type': 'BELONGS_TO'}
SPE_11,SPE,{'type': 'BELONGS_TO'}
SPE_12,SPE,{'type': 'BELONGS_TO'}
LWF_1,LWF,{'type': 'BELONGS_TO'}
LWF_2,LWF,{'type': 'BELONGS_TO'}
LWF_2A,LWF,{'type': 'BELONGS_TO'}
LWF_3,LWF,{'type': 'BELONGS_TO'}
LWF_4,LWF,{'type': 'BELONGS_TO'}
LWF_4A,LWF,{'type': 'BELONGS_TO'}
LWF_5,LWF,{'type': 'BELONGS_TO'}
LWF_6,LWF,{'type': 'BELONGS_TO'}
LWF_6A,LWF,{'type': 'BELONGS_TO'}
LWF_6B,LWF,{'type': 'BELONGS_TO'}
LWF_6C,LWF,{'type': 'BELONGS_TO'}
LWF_7,LWF,{'type': 'BELONGS_TO'}
LWF_8,LWF,{'type': 'BELONGS_TO'}
LWF_9,LWF,{'type': 'BELONGS_TO'}
LWF_10,LWF,{'type': 'BELONGS_TO'}
LWF_11,LWF,{'type': 'BELONGS_TO'}
LWF_12,LWF,{'type': 'BELONGS_TO'}
LWF_13,LWF,{'type': 'BELONGS_TO'}
LWF_14,LWF,{'type': 'BELONGS_TO'}
LWF_15,LWF,{'type': 'BELONGS_TO'}
LWF_16,LWF,{'type': 'BELONGS_TO'}
LWF_17,LWF,{'type': 'BELONGS_TO'}
LWF_17A,LWF,{'type': 'BELONGS_TO'}
LWF_17B,LWF,{'type': 'BELONGS_TO'}
LWF_17C,LWF,{'type': 'BELONGS_TO'}
LWF_17D,LWF,{'type': 'BELONGS_TO'}
LWF_17E,LWF,{'type': 'BELONGS_TO'}
LWF_18,LWF,{'type': 'BELONGS_TO'}
LWF_19,LWF,{'type': 'BELONGS_TO'}
LWF_20,LWF,{'type': 'BELONGS_TO'}
LWF_21,LWF,{'type': 'BELONGS_TO'}
LWF_22,LWF,{'type': 'BELONGS_TO'}
LWF_23,LWF,{'type': 'BELONGS_TO'}
LWF_1960,LWF,{'type': 'BELONGS_TO'}
LWF_1948,LWF,{'type': 'BELONGS_TO'}
LWF_1961,LWF,{'type': 'BELONGS_TO'}
LWF_1973,LWF,{'type': 'BELONGS_TO'}
LWF_1963,LWF,{'type': 'BELONGS_TO'}
ISM_1,ISM,{'type': 'BELONGS_TO'}
ISM_2,ISM,{'type': 'BELONGS_TO'}
ISM_3,ISM,{'type': 'BELONGS_TO'}
ISM_4,ISM,{'type': 'BELONGS_TO'}
ISM_5,ISM,{'type': 'BELONGS_TO'}
ISM_6,ISM,{'type': 'BELONGS_TO'}
ISM_7,ISM,{'type': 'BELONGS_TO'}
ISM_8,ISM,{'type': 'BELONGS_TO'}
ISM_9,ISM,{'type': 'BELONGS_TO'}
ISM_10,ISM,{'type': 'BELONGS_TO'}
ISM_11,ISM,{'type': 'BELONGS_TO'}
ISM_12,ISM,{'type': 'BELONGS_TO'}
ISM_12,wages,{'type': 'DEFINES'}
ISM_13,ISM,{'type': 'BELONGS_TO'}
ISM_14,ISM,{'type': 'BELONGS_TO'}
ISM_15,ISM,{'type': 'BELONGS_TO'}
ISM_16,ISM,{'type': 'BELONGS_TO'}
ISM_17,ISM,{'type': 'BELONGS_TO'}
ISM_17,wages,{'type': 'DEFINES'}
ISM_18,ISM,{'type': 'BELONGS_TO'}
ISM_19,ISM,{'type': 'BELONGS_TO'}
ISM_20,ISM,{'type': 'BELONGS_TO'}
ISM_21,ISM,{'type': 'BELONGS_TO'}
ISM_22,ISM,{'type': 'BELONGS_TO'}
ISM_23,ISM,{'type': 'BELONGS_TO'}
ISM_24,ISM,{'type': 'BELONGS_TO'}
ISM_25,ISM,{'type': 'BELONGS_TO'}
ISM_26,ISM,{'type': 'BELONGS_TO'}
ISM_27,ISM,{'type': 'BELONGS_TO'}
ISM_28,ISM,{'type': 'BELONGS_TO'}
ISM_29,ISM,{'type': 'BELONGS_TO'}
ISM_30,ISM,{'type': 'BELONGS_TO'}
ISM_31,ISM,{'type': 'BELONGS_TO'}
ISM_32,ISM,{'type': 'BELONGS_TO'}
ISM_33,ISM,{'type': 'BELONGS_TO'}
ISM_34,ISM,{'type': 'BELONGS_TO'}
ISM_35,ISM,{'type': 'BELONGS_TO'}
ISM_36,ISM,{'type': 'BELONGS_TO'}
MTW_1,MTW,{'type': 'BELONGS_TO'}
MTW_2,MTW,{'type': 'BELONGS_TO'}
MTW_3,MTW,{'type': 'BELONGS_TO'}
MTW_4,MTW,{'type': 'BELONGS_TO'}
MTW_5,MTW,{'type': 'BELONGS_TO'}
MTW_6,MTW,{'type': 'BELONGS_TO'}
MTW_7,MTW,{'type': 'BELONGS_TO'}
MTW_8,MTW,{'type': 'BELONGS_TO'}
MTW_9,MTW,{'type': 'BELONGS_TO'}
MTW_10,MTW,{'type': 'BELONGS_TO'}
MTW_11,MTW,{'type': 'BELONGS_TO'}
MTW_12,MTW,{'type': 'BELONGS_TO'}
MTW_13,MTW,{'type': 'BELONGS_TO'}
MTW_14,MTW,{'type': 'BELONGS_TO'}
MTW_15,MTW,{'type': 'BELONGS_TO'}
MTW_16,MTW,{'type': 'BELONGS_TO'}
MTW_17,MTW,{'type': 'BELONGS_TO'}
MTW_18,MTW,{'type': 'BELONGS_TO'}
MTW_19,MTW,{'type': 'BELONGS_TO'}
MTW_20,MTW,{'type': 'BELONGS_TO'}
MTW_21,MTW,{'type': 'BELONGS_TO'}
MTW_22,MTW,{'type': 'BELONGS_TO'}
MTW_23,MTW,{'type': 'BELONGS_TO'}
MTW_24,MTW,{'type': 'BELONGS_TO'}
MTW_24,leave,{'type': 'DEFINES'}
MTW_24,wages,{'type': 'DEFINES'}
MTW_25,MTW,{'type': 'BELONGS_TO'}
MTW_25,wages,{'type': 'DEFINES'}
MTW_26,MTW,{'type': 'BELONGS_TO'}
MTW_26,overtime,{'type': 'DEFINES'}
MTW_26,wages,{'type': 'DEFINES'}
MTW_27,MTW,{'type': 'BELONGS_TO'}
MTW_27,leave,{'type': 'DEFINES'}
MTW_27,wages,{'type': 'DEFINES'}
MTW_28,MTW,{'type': 'BELONGS_TO'}
MTW_28,leave,{'type': 'DEFINES'}
MTW_28,wages,{'type': 'DEFINES'}
MTW_29,MTW,{'type': 'BELONGS_TO'}
MTW_30,MTW,{'type': 'BELONGS_TO'}
MTW_31,MTW,{'type': 'BELONGS_TO'}
MTW_32,MTW,{'type': 'BELONGS_TO'}
MTW_33,MTW,{'type': 'BELONGS_TO'}
MTW_34,MTW,{'type': 'BELONGS_TO'}
MTW_35,MTW,{'type': 'BELONGS_TO'}
MTW_36,MTW,{'type': 'BELONGS_TO'}
MTW_37,MTW,{'type': 'BELONGS_TO'}
MTW_38,MTW,{'type': 'BELONGS_TO'}
MTW_39,MTW,{'type': 'BELONGS_TO'}
MTW_40,MTW,{'type': 'BELONGS_TO'}
MTW_40,overtime,{'type': 'DEFINES'}
MTW_40,leave,{'type': 'DEFINES'}
MTW_40,wages,{'type': 'DEFINES'}
TRADE_6,TRADE,{'type': 'BELONGS_TO'}
IRC_1,IRC,{'type': 'BELONGS_TO'}
IRC_2,IRC,{'type': 'BELONGS_TO'}
IRC_3,IRC,{'type': 'BELONGS_TO'}
IRC_4,IRC,{'type': 'BELONGS_TO'}
IRC_5,IRC,{'type': 'BELONGS_TO'}
IRC_6,IRC,{'type': 'BELONGS_TO'}
IRC_7,IRC,{'type': 'BELONGS_TO'}
IRC_8,IRC,{'type': 'BELONGS_TO'}
IRC_9,IRC,{'type': 'BELONGS_TO'}
IRC_10,IRC,{'type': 'BELONGS_TO'}
IRC_11,IRC,{'type': 'BELONGS_TO'}
IRC_12,IRC,{'type': 'BELONGS_TO'}
IRC_13,IRC,{'type': 'BELONGS_TO'}
IRC_14,IRC,{'type': 'BELONGS_TO'}
IRC_15,IRC,{'type': 'BELONGS_TO'}
IRC_16,IRC,{'type': 'BELONGS_TO'}
IRC_17,IRC,{'type': 'BELONGS_TO'}
IRC_18,IRC,{'type': 'BELONGS_TO'}
IRC_19,IRC,{'type': 'BELONGS_TO'}
IRC_20,IRC,{'type': 'BELONGS_TO'}
IRC_21,IRC,{'type': 'BELONGS_TO'}
IRC_22,IRC,{'type': 'BELONGS_TO'}
IRC_23,IRC,{'type': 'BELONGS_TO'}
IRC_24,IRC,{'type': 'BELONGS_TO'}
IRC_25,IRC,{'type': 'BELONGS_TO'}
IRC_26,IRC,{'type': 'BELONGS_TO'}
IRC_27,IRC,{'type': 'BELONGS_TO'}
IRC_28,IRC,{'type': 'BELONGS_TO'}
IRC_29,IRC,{'type': 'BELONGS_TO'}
IRC_30,IRC,{'type': 'BELONGS_TO'}
IRC_31,IRC,{'type': 'BELONGS_TO'}
IRC_32,IRC,{'type': 'BELONGS_TO'}
IRC_33,IRC,{'type': 'BELONGS_TO'}
IRC_34,IRC,{'type': 'BELONGS_TO'}
IRC_35,IRC,{'type': 'BELONGS_TO'}
IRC_36,IRC,{'type': 'BELONGS_TO'}
IRC_37,IRC,{'type': 'BELONGS_TO'}
IRC_38,IRC,{'type': 'BELONGS_TO'}
IRC_39,IRC,{'type': 'BELONGS_TO'}
IRC_40,IRC,{'type': 'BELONGS_TO'}
IRC_41,IRC,{'type': 'BELONGS_TO'}
IRC_41,dispute_resolution,{'type': 'DEFINES'}
IRC_42,IRC,{'type': 'BELONGS_TO'}
IRC_42,dispute_resolution,{'type': 'DEFINES'}
IRC_43,IRC,{'type': 'BELONGS_TO'}
IRC_43,dispute_resolution,{'type': 'DEFINES'}
IRC_44,IRC,{'type': 'BELONGS_TO'}
IRC_44,labour_court,{'type': 'DEFINES'}
IRC_45,IRC,{'type': 'BELONGS_TO'}
IRC_45,labour_court,{'type': 'DEFINES'}
IRC_46,IRC,{'type': 'BELONGS_TO'}
IRC_46,labour_court,{'type': 'DEFINES'}
IRC_47,IRC,{'type': 'BELONGS_TO'}
IRC_47,labour_court,{'type': 'DEFINES'}
IRC_48,IRC,{'type': 'BELONGS_TO'}
IRC_48,labour_court,{'type': 'DEFINES'}
IRC_49,IRC,{'type': 'BELONGS_TO'}
IRC_49,dispute_resolution,{'type': 'DEFINES'}
IRC_49,labour_court,{'type': 'DEFINES'}
IRC_50,IRC,{'type': 'BELONGS_TO'}
IRC_50,labour_court,{'type': 'DEFINES'}
IRC_51,IRC,{'type': 'BELONGS_TO'}
IRC_52,IRC,{'type': 'BELONGS_TO'}
IRC_53,IRC,{'type': 'BELONGS_TO'}
IRC_53,dispute_resolution,{'type': 'DEFINES'}
